TIME_1,RE_1,LE_1,RE_1_processed,LE_1_processed
2013-10-09 10:38:24.0000,0.0,0.0,1.0416333923134813,-0.19219058443606124
2013-10-09 10:38:24.0006,0.3,1.5,1.2559431130283087,-0.12655485406135816
2013-10-09 10:38:24.0012,0.1,2.1,1.4647869093217132,-0.06892263730324856
2013-10-09 10:38:24.0018,0.1,2.9,1.6638599424348197,-0.023365022820179694
2013-10-09 10:38:24.0024,0.5,3.2,1.8490321304314228,0.006486903134052583
2013-10-09 10:38:24.0030,0.5,3.4,2.0164293795504045,0.01759265700242877
2013-10-09 10:38:24.0035,1.5,3.6,2.1625163001083654,0.007632668345267426
2013-10-09 10:38:24.0041,2.5,3.9,2.284179348550973,-0.024887091096504468
2013-10-09 10:38:24.0047,3.6,4.1,2.3788083644504368,-0.08056058344332756
2013-10-09 10:38:24.0053,4.8,3.6,2.444373518719039,-0.15904060963565522
2013-10-09 10:38:24.0059,5.5,3.4,2.4794939451794753,-0.25903323936573425
2013-10-09 10:38:24.0065,5.0,2.1,2.4834939562866962,-0.37832851219539776
2013-10-09 10:38:24.0071,5.0,0.7,2.4564428235604,-0.5138667204836956
2013-10-09 10:38:24.0077,5.2,0.0,2.3991745882857813,-0.6618381395787782
2013-10-09 10:38:24.0083,6.2,-1.4,2.313285118275554,-0.81781271690527
2013-10-09 10:38:24.0089,6.1,-2.1,2.2011045195938967,-0.9768950595693204
2013-10-09 10:38:24.0094,5.5,-3.2,2.0656440440655905,-1.1338991146056578
2013-10-09 10:38:24.0100,3.6,-4.7,1.9105178822424176,-1.2835362138787456
2013-10-09 10:38:24.0106,2.2,-5.9,1.7398417052063482,-1.4206096389665406
2013-10-09 10:38:24.0112,1.5,-7.0,1.5581113523069172,-1.5402085520718403
2013-10-09 10:38:24.0118,0.5,-7.8,1.3700663831574065,-1.637894067098767
2013-10-09 10:38:24.0124,-0.5,-8.8,1.1805441105495287,-1.709870435196805
2013-10-09 10:38:24.0130,-1.2,-9.2,0.9943301594771394,-1.7531348018289308
2013-10-09 10:38:24.0136,-1.9,-9.7,0.8160116245497457,-1.765599741159285
2013-10-09 10:38:24.0142,-2.3,-9.5,0.6498386069279058,-1.7461837601127224
2013-10-09 10:38:24.0148,-3.6,-9.5,0.4995993634164893,-1.6948661547834545
2013-10-09 10:38:24.0153,-3.8,-8.8,0.3685135414226741,-1.612703950362025
2013-10-09 10:38:24.0159,-3.9,-8.1,0.2591470309623546,-1.5018101043941847
2013-10-09 10:38:24.0165,-3.1,-6.3,0.1733508484782448,-1.3652936360419132
2013-10-09 10:38:24.0171,-1.9,-5.5,0.11222522249017183,-1.2071637858231088
2013-10-09 10:38:24.0177,-2.2,-4.3,0.07610881556908661,-1.032201623567923
2013-10-09 10:38:24.0183,-3.2,-3.6,0.06459199012842291,-0.8458036247112338
2013-10-09 10:38:24.0189,-3.4,-2.7,0.07655233825825963,-0.6538025866009035
2013-10-09 10:38:24.0195,-2.9,-1.7,0.11021029283819661,-0.46227187777504103
2013-10-09 10:38:24.0201,-1.7,-0.3,0.16320231889878992,-0.27731945872269437
2013-10-09 10:38:24.0207,-0.8,0.7,0.23266880345352858,-0.1048784244548201
2013-10-09 10:38:24.0212,-1.0,2.1,0.3153533664995172,0.049499001637127116
2013-10-09 10:38:24.0218,-0.8,2.7,0.4077100802246469,0.18083708084969305
2013-10-09 10:38:24.0224,-0.7,3.4,0.506015122198279,0.28491503215789793
2013-10-09 10:38:24.0230,-0.8,4.3,0.6064796565555822,0.35842203793353217
2013-10-09 10:38:24.0236,-0.5,4.8,0.705361093328144,0.39908308926195246
2013-10-09 10:38:24.0242,-0.3,4.8,0.7990701976084175,0.40575080443184447
2013-10-09 10:38:24.0248,0.3,5.5,0.8842717547218931,0.3784593603404268
2013-10-09 10:38:24.0254,1.0,5.0,0.9579766544958315,0.3184378550705069
2013-10-09 10:38:24.0260,0.5,4.3,1.0176233912612431,0.22808175665266803
2013-10-09 10:38:24.0266,0.7,3.4,1.0611471569346071,0.1108825592421115
2013-10-09 10:38:24.0272,-0.1,2.2,1.0870349659822145,-0.02868269060051258
2013-10-09 10:38:24.0277,0.8,1.4,1.0943655512063595,-0.18529880321384415
2013-10-09 10:38:24.0283,1.4,0.3,1.0828330240009263,-0.3529921668882451
2013-10-09 10:38:24.0289,2.1,-1.0,1.0527534702777832,-0.5253368923947046
2013-10-09 10:38:24.0295,1.7,-2.2,1.0050538375563114,-0.6956804171188421
2013-10-09 10:38:24.0301,0.5,-4.5,0.9412428091070877,-0.8573807261450596
2013-10-09 10:38:24.0307,-0.1,-5.4,0.8633639341404401,-1.0040466904380108
2013-10-09 10:38:24.0313,0.1,-6.5,0.7739319996820893,-1.1297726406635091
2013-10-09 10:38:24.0319,-0.1,-7.8,0.6758542982908218,-1.2293582489741335
2013-10-09 10:38:24.0325,0.1,-8.8,0.5723389379493006,-1.298505106082651
2013-10-09 10:38:24.0331,-0.5,-9.9,0.4667926845348014,-1.3339820421279989
2013-10-09 10:38:24.0336,-0.5,-10.5,0.3627111421331689,-1.3337522271060074
2013-10-09 10:38:24.0342,-2.1,-10.7,0.26356444670110485,-1.2970563998253006
2013-10-09 10:38:24.0348,-2.9,-10.4,0.17268206262527364,-1.2244482150738942
2013-10-09 10:38:24.0354,-3.8,-9.5,0.09314062786405068,-1.1177796376573574
2013-10-09 10:38:24.0360,-3.6,-7.8,0.027658940062018928,-0.9801364725946811
2013-10-09 10:38:24.0366,-2.9,-5.4,-0.021496008644517922,-0.815726378730427
2013-10-09 10:38:24.0372,-2.7,-3.8,-0.052588554597598244,-0.6297239025806493
2013-10-09 10:38:24.0378,-2.5,-2.2,-0.06447674277530789,-0.4280790029113631
2013-10-09 10:38:24.0384,-4.1,-0.3,-0.05665552689263992,-0.21729705344776298
2013-10-09 10:38:24.0390,-4.5,1.2,-0.029279270083620947,-0.004199330939303121
2013-10-09 10:38:24.0395,-3.6,2.5,0.01683753510650328,0.2043264757133714
2013-10-09 10:38:24.0401,-2.9,3.9,0.08024186896294284,0.4015761155415933
2013-10-09 10:38:24.0407,-2.5,4.8,0.15888589830655733,0.5812696738874422
2013-10-09 10:38:24.0413,-2.3,5.5,0.2501917049756182,0.7377748569770971
2013-10-09 10:38:24.0419,-1.9,6.2,0.35113509593932707,0.8663049313574555
2013-10-09 10:38:24.0425,-1.9,6.5,0.45834588802608883,0.963084737942239
2013-10-09 10:38:24.0431,-1.7,6.7,0.5682215345252338,1.0254795106063772
