TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed,RE_3_processed,LE_3_processed
2004-12-15 13:28:11.0000,0.0,0.0,2004-12-15 13:33:19.0000,0.0,0.0,2004-12-15 13:37:32.0000,0.0,0.0,0.22982201274770211,-0.35524825990248915,-1.081777709432971,-2.427300230971021,-1.1732720845086904,-1.5623894768702962
2004-12-15 13:28:11.0006,-0.4,-0.1,2004-12-15 13:33:19.0006,-0.1,0.4,2004-12-15 13:37:32.0006,0.0,0.0,0.20697750819518534,-0.39833935733561715,-1.124218058164009,-2.3837491491328358,-1.1681390731006578,-1.5107074498286284
2004-12-15 13:28:11.0012,-0.5,-0.3,2004-12-15 13:33:19.0012,-0.4,0.4,2004-12-15 13:37:32.0012,-0.1,0.0,0.18473732919368865,-0.44112914156208344,-1.1658750515209846,-2.3408333514287385,-1.1625531141535206,-1.4582021151650495
2004-12-15 13:28:11.0018,-0.7,-0.3,2004-12-15 13:33:19.0018,-0.6,0.5,2004-12-15 13:37:32.0018,-0.1,0.1,0.1637093386245578,-0.48345137307920594,-1.2061743160351497,-2.298898382807557,-1.156053005718289,-1.404941638545264
2004-12-15 13:28:11.0024,-0.8,-0.5,2004-12-15 13:33:19.0024,-0.7,0.6,2004-12-15 13:37:32.0024,-0.1,0.2,0.14445481954367295,-0.5251486447579206,-1.2445766998034566,-2.258248304288709,-1.1482071856084846,-1.3510391870786187
2004-12-15 13:28:11.0030,-0.8,-0.7,2004-12-15 13:33:19.0030,-0.9,0.8,2004-12-15 13:37:32.0030,0.0,0.4,0.12746489808363096,-0.5660752321449881,-1.2805927187644146,-2.2191324197354887,-1.1386285783559003,-1.2966557988070557
2004-12-15 13:28:11.0035,-0.7,-0.7,2004-12-15 13:33:19.0035,-1.0,1.0,2004-12-15 13:37:32.0035,0.0,0.4,0.11314063084018465,-0.6060994749199533,-1.3137951530726943,-2.181734441534274,-1.126987865648756,-1.2420018784762623
2004-12-15 13:28:11.0041,-0.8,-0.7,2004-12-15 13:33:19.0041,-1.0,1.1,2004-12-15 13:37:32.0041,0.0,0.5,0.10177764402096212,-0.6451055825500447,-1.3438293294209465,-2.1461646667108494,-1.113024719098236,-1.187337232344038
2004-12-15 13:28:11.0047,-0.9,-0.7,2004-12-15 13:33:19.0047,-1.0,1.2,2004-12-15 13:37:32.0047,0.0,0.5,0.09355592802297234,-0.6829948244924914,-1.3704207793547047,-2.1124556228413205,-1.0965566021540798,-1.1329696098446567
2004-12-15 13:28:11.0053,-1.0,-0.8,2004-12-15 13:33:19.0053,-0.9,1.3,2004-12-15 13:37:32.0053,0.1,0.6,0.08853511070752622,-0.7196861411933085,-1.3933801371306629,-2.0805615081653963,-1.0774848231602914,-1.0792517369871657
2004-12-15 13:28:11.0059,-0.8,-0.8,2004-12-15 13:33:19.0059,-0.9,1.5,2004-12-15 13:37:32.0059,0.2,0.7,0.08665526088098847,-0.7551162738776643,-1.4126053122427813,-2.0503615888258175,-1.0557976068556865,-1.0265768264117359
2004-12-15 13:28:11.0065,-0.8,-1.0,2004-12-15 13:33:19.0065,-0.8,1.6,2004-12-15 13:37:32.0065,0.2,0.7,0.08774299987111116,-0.789239540357059,-1.4280811168059664,-2.0216675342277943,-1.0315700505689356,-0.975372553691063
