TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed,RE_3_processed,LE_3_processed,RE_4_processed,LE_4_processed
2004-01-27 08:57:44.0000,0.0,0.0,2004-01-27 09:00:10.0000,0.0,0.0,2004-01-27 09:03:32.0000,0.0,0.0,2004-01-27 09:05:33.0000,0.0,0.0,1.2797127261205437,-2.0011212150573443,1.012273402858411,1.7990344198993673,1.8832465418338797,1.7241098174775948,1.7761644574477047,1.1861638632323341
2004-01-27 08:57:44.0006,0.0,0.1,2004-01-27 09:00:10.0006,0.0,-0.1,2004-01-27 09:03:32.0006,0.0,-0.2,2004-01-27 09:05:33.0006,0.0,0.2,1.2916721508438649,-1.8483137790086417,1.0467155540753865,1.8192276344711558,1.8531876780409888,1.6990786856672533,1.7968370587722147,1.2297636611944363
2004-01-27 08:57:44.0012,0.1,0.3,2004-01-27 09:00:10.0012,0.3,-0.2,2004-01-27 09:03:32.0012,0.0,-0.2,2004-01-27 09:05:33.0012,0.0,0.2,1.3036165430473192,-1.6971448068593131,1.0808809473095915,1.8390140658373475,1.8250039520171384,1.6744763627062749,1.8175338239468757,1.2740379162688156
2004-01-27 08:57:44.0018,0.2,0.5,2004-01-27 09:00:10.0018,0.5,-0.2,2004-01-27 09:03:32.0018,0.0,-0.2,2004-01-27 09:05:33.0018,0.0,0.2,1.3151492739048467,-1.549704203187154,1.1142216244817034,1.8577134748255089,1.799004729734561,1.6502186527063138,1.8380404813806368,1.3187794375339519
2004-01-27 08:57:44.0024,0.2,0.7,2004-01-27 09:00:10.0024,0.6,-0.2,2004-01-27 09:03:32.0024,-0.1,-0.2,2004-01-27 09:05:33.0024,0.0,0.3,1.3258756402341378,-1.407997186620269,1.1462134767215246,1.8746333963097825,1.775436301904053,1.6262340650689344,1.8581157186838033,1.3637468252008904
2004-01-27 08:57:44.0030,0.2,0.7,2004-01-27 09:00:10.0030,0.6,-0.2,2004-01-27 09:03:32.0030,-0.1,-0.3,2004-01-27 09:05:33.0030,0.0,0.3,1.3354094331744737,-1.273888277318601,1.1763687404284005,1.8890742899269592,1.7544757875195662,1.6024697974686646,1.8774861859658643,1.4086637126876442
2004-01-27 08:57:44.0035,0.1,0.7,2004-01-27 09:00:10.0035,0.6,-0.2,2004-01-27 09:03:32.0035,0.0,-0.2,2004-01-27 09:05:33.0035,0.0,0.2,1.343379107373141,-1.1490538021942693,1.2042467693878125,1.9003389066691605,1.7362252826001279,1.578897008673344,1.8958437238575085,1.4532181092414256
2004-01-27 08:57:44.0041,0.1,0.6,2004-01-27 09:00:10.0041,0.6,-0.1,2004-01-27 09:03:32.0041,-0.1,-0.1,2004-01-27 09:05:33.0041,0.0,0.3,1.3494334974799105,-1.0349447482179779,1.2294627473349589,1.9077462897231812,1.7207063410235235,1.5555150296000342,1.9128452985278552,1.4970620167705575
2004-01-27 08:57:44.0047,0.0,0.5,2004-01-27 09:00:10.0047,0.7,0.0,2004-01-27 09:03:32.0047,-0.1,0.0,2004-01-27 09:05:33.0047,0.0,0.3,1.3532470930794682,-0.9327606279887075,1.2516941380184068,1.9106502473542815,1.7078549561335101,1.532353998367595,1.9281159995859731,1.5398116162594135
2004-01-27 08:57:44.0053,0.0,0.4,2004-01-27 09:00:10.0053,0.7,0.0,2004-01-27 09:03:32.0053,0.0,0.0,2004-01-27 09:05:33.0053,0.0,0.5,1.354524929293511,-0.8434338721412367,1.270684793337257,1.9084615560098634,1.6975173024850347,1.5094752982546509,1.941255301466754,1.5810483843887686
2004-01-27 08:57:44.0059,0.0,0.4,2004-01-27 09:00:10.0059,0.7,0.1,2004-01-27 09:03:32.0059,-0.1,0.0,2004-01-27 09:05:33.0059,0.0,0.4,1.3530071646990618,-0.7676233597294109,1.2862467420237826,1.9006726309679587,1.6894466094327973,1.4869691776640883,1.9518466065156004,1.6203215084171925
2004-01-27 08:57:44.0065,0.0,0.5,2004-01-27 09:00:10.0065,0.6,0.1,2004-01-27 09:03:32.0065,-0.2,0.0,2004-01-27 09:05:33.0065,0.0,0.4,1.3484733982053734,-0.7057151958626008,1.2982597633559276,1.8868829921784405,1.683301671360701,1.4649490750618828,1.9594698808804123,1.657151944392043
2004-01-27 08:57:44.0071,0.0,0.5,2004-01-27 09:00:10.0071,0.7,0.3,2004-01-27 09:03:32.0071,-0.2,0.0,2004-01-27 09:05:33.0071,0.2,0.4,1.3407467290245982,-0.6578287816895955,1.3066689168445524,1.8668235820597936,1.6786476438606306,1.4435424535854484,1.9637169663170235,1.6910384396623548
2004-01-27 08:57:44.0077,0.0,0.6,2004-01-27 09:00:10.0077,0.8,0.4,2004-01-27 09:03:32.0077,-0.4,-0.1,2004-01-27 09:05:33.0077,0.3,0.4,1.3296975017282657,-0.6238265066343989,1.3114802485112524,1.8403778690534567,1.6749599041245236,1.4228783318733438,1.9642089120323185,1.7214658121751678
2004-01-27 08:57:44.0083,0.0,0.6,2004-01-27 09:00:10.0083,0.8,0.4,2004-01-27 09:03:32.0083,-0.4,-0.3,2004-01-27 09:05:33.0083,0.4,0.4,1.315246615149625,-0.603325863375653,1.312754925870685,1.8075977164624304,1.6716318151058824,1.4030721370712171,1.9606144451354184,1.747915714159011
2004-01-27 08:57:44.0089,0.1,0.7,2004-01-27 09:00:10.0089,0.8,0.4,2004-01-27 09:03:32.0089,-0.4,-0.5,2004-01-27 09:05:33.0089,0.4,0.5,1.297368220080764,-0.5957132886529288,1.3106020757926657,1.7687122518810177,1.6679871708752447,1.3842089594546219,1.952668525857162,1.7698799804432928
2004-01-27 08:57:44.0094,0.0,0.7,2004-01-27 09:00:10.0094,0.7,0.3,2004-01-27 09:03:32.0094,-0.4,-0.8,2004-01-27 09:05:33.0094,0.4,0.4,1.2760915947574654,-0.6001594735588414,1.3051706287165443,1.724128465255872,1.6632978847700721,1.3663266928690958,1.9401898517830887,1.7868764721658177
2004-01-27 08:57:44.0100,0.0,0.7,2004-01-27 09:00:10.0100,0.6,0.1,2004-01-27 09:03:32.0100,-0.4,-0.8,2004-01-27 09:05:33.0100,0.4,0.5,1.2515019779024728,-0.6156362229831124,1.296640519207024,1.6744229623809799,1.656807122285818,1.3494008125261436,1.923096195765182,1.7984670934471976
2004-01-27 08:57:44.0106,0.0,0.8,2004-01-27 09:00:10.0106,0.4,-0.1,2004-01-27 09:03:32.0106,-0.4,-0.8,2004-01-27 09:05:33.0106,0.4,0.7,1.2237401640228724,-0.640935159781612,1.2852136503293412,1.6203251109470131,1.647757623022136,1.3333325842078243,1.901416567819313,1.8042774023482464
2004-01-27 08:57:44.0112,-0.2,0.8,2004-01-27 09:00:10.0112,0.3,-0.2,2004-01-27 09:03:32.0112,-0.3,-0.9,2004-01-27 09:05:33.0112,0.3,0.6,1.1930007259049469,-0.6746886652138303,1.2711050791526257,1.5626926074394079,1.6354244567415601,1.317942277524418,1.8752993540563025,1.804016978187549
2004-01-27 08:57:44.0118,-0.4,0.7,2004-01-27 09:00:10.0118,0.1,-0.3,2004-01-27 09:03:32.0118,-0.2,-0.8,2004-01-27 09:05:33.0118,0.3,0.7,1.159528818629419,-0.7153934277205284,1.2545349010223592,1.5024811338948132,1.6191509616099486,1.302968506266428,1.8450157834936778,1.7974994748891007
2004-01-27 08:57:44.0124,-0.6,0.6,2004-01-27 09:00:10.0124,0.1,-0.5,2004-01-27 09:03:32.0124,-0.2,-0.6,2004-01-27 09:05:33.0124,0.3,0.8,1.1236156248239344,-0.7614368419440356,1.2357212833689621,1.4407101720590882,1.5983861562057666,1.2880742285967124,1.810958292877132,1.784661121298194
2004-01-27 08:57:44.0130,-0.7,0.6,2004-01-27 09:00:10.0130,0.1,-0.5,2004-01-27 09:03:32.0130,-0.1,-0.5,2004-01-27 09:05:33.0130,0.3,0.8,1.0855926003385976,-0.8111262935613571,1.2148750176775314,1.3784271731532074,1.5727215487738828,1.2728593045672072,1.7736335922026278,1.7655763469840824
2004-01-27 08:57:44.0136,-0.8,0.6,2004-01-27 09:00:10.0136,0.1,-0.6,2004-01-27 09:03:32.0136,-0.1,-0.6,2004-01-27 09:05:33.0136,0.1,0.8,1.0458247466738997,-0.8627211709552731,1.192195826549429,1.316672168836372,1.5419250346335915,1.2568789176699013,1.733650478983418,1.740469219738205
