TIME_1,RE_1,LE_1,RE_1_processed,LE_1_processed
2009-01-08 13:02:57.0000,0.0,0.0,0.04306253155148582,-1.7800491389771185
2009-01-08 13:02:57.0006,0.0,0.0,0.23360936064693683,-1.5308528003609148
2009-01-08 13:02:57.0012,-0.1,0.0,0.42022602817237603,-1.2867475137290338
2009-01-08 13:02:57.0018,0.0,0.0,0.5991472584419332,-1.0528850407393489
2009-01-08 13:02:57.0024,0.1,0.3,0.7667939758752691,-0.8340931191972262
2009-01-08 13:02:57.0030,0.3,0.7,0.9198754737187042,-0.6346942787539583
2009-01-08 13:02:57.0035,0.5,0.8,1.0554875042000205,-0.4583441630169497
2009-01-08 13:02:57.0041,0.7,0.9,1.17120324408439,-0.30789743644094303
2009-01-08 13:02:57.0047,1.0,1.0,1.265153397274988,-0.1853087850198539
2009-01-08 13:02:57.0053,1.3,1.1,1.3360912332116581,-0.09157500112024224
2009-01-08 13:02:57.0059,1.5,1.0,1.3834382654572548,-0.026721808963476777
2009-01-08 13:02:57.0065,1.6,0.9,1.407306667574072,0.01016379107624305
2009-01-08 13:02:57.0071,1.4,0.7,1.4084954808472843,0.020858040556255918
2009-01-08 13:02:57.0077,1.3,0.5,1.3884591682529588,0.007887332485540575
2009-01-08 13:02:57.0083,1.2,0.2,1.3492489480394276,-0.025614182464223124
2009-01-08 13:02:57.0089,0.9,0.0,1.293429336627719,-0.07606595138274257
2009-01-08 13:02:57.0094,0.5,0.0,1.2239741879787465,-0.13960999557105597
2009-01-08 13:02:57.0100,0.2,-0.1,1.144148041712487,-0.21227636871718078
2009-01-08 13:02:57.0106,0.0,-0.1,1.057379621912453,-0.2901353152778465
2009-01-08 13:02:57.0112,-0.2,0.0,0.9671347086104387,-0.36942860289049684
2009-01-08 13:02:57.0118,-0.2,0.0,0.8767952515919012,-0.44667529192829564
2009-01-08 13:02:57.0124,-0.2,0.3,0.7895505632573199,-0.5187501821648187
2009-01-08 13:02:57.0130,0.0,0.4,0.7083048852616534,-0.5829360331027545
2009-01-08 13:02:57.0136,0.2,0.6,0.6356038097742448,-0.6369530865945948
2009-01-08 13:02:57.0142,0.5,0.8,0.5735802169292646,-0.6789711295032759
2009-01-08 13:02:57.0148,0.5,0.8,0.5239188337643841,-0.7076100858118943
2009-01-08 13:02:57.0153,0.5,0.8,0.4878374481640552,-0.7219348185403704
2009-01-08 13:02:57.0159,0.5,0.6,0.4660823260393981,-0.7214485215169221
2009-01-08 13:02:57.0165,0.5,0.5,0.45893541980805247,-0.7060870518953979
2009-01-08 13:02:57.0171,0.5,0.3,0.46623134501030167,-0.6762142250398712
2009-01-08 13:02:57.0177,0.2,0.0,0.48738265776365197,-0.6326159528973331
2009-01-08 13:02:57.0183,0.1,0.0,0.5214125545034336,-0.5764895817102358
2009-01-08 13:02:57.0189,0.1,0.1,0.5669946114779925,-0.5094241724606897
2009-01-08 13:02:57.0195,0.1,0.0,0.6224994401035807,-0.4333678794867816
2009-01-08 13:02:57.0201,0.2,0.2,0.6860480552760432,-0.3505798789483431
2009-01-08 13:02:57.0207,0.3,0.3,0.7555713582580458,-0.2635661354278363
2009-01-08 13:02:57.0212,0.5,0.5,0.8288745509948774,-0.17500029477952656
2009-01-08 13:02:57.0218,0.7,0.5,0.9037046830081314,-0.08763284643874265
2009-01-08 13:02:57.0224,0.8,0.8,0.9778190306954834,-0.004193165181782926
2009-01-08 13:02:57.0230,0.8,0.8,1.0490517418429393,0.0727100469130974
2009-01-08 13:02:57.0236,0.8,0.9,1.1153762115450376,0.14068411603099648
2009-01-08 13:02:57.0242,0.9,0.9,1.1749609654069166,0.19763809961784226
2009-01-08 13:02:57.0248,1.0,0.9,1.2262173111956767,0.2418543152664664
2009-01-08 13:02:57.0254,1.0,0.7,1.2678375812414444,0.27204253627168645
2009-01-08 13:02:57.0260,0.8,0.7,1.2988233896670653,0.28737527200924445
2009-01-08 13:02:57.0266,0.6,0.7,1.3185039693127083,0.28750408831158414
2009-01-08 13:02:57.0272,0.5,0.6,1.3265452722866027,0.27255819029880235
2009-01-08 13:02:57.0277,0.5,0.6,1.3229509633165832,0.24312737261757675
2009-01-08 13:02:57.0283,0.6,0.6,1.3080565504251196,0.20023196409008032
2009-01-08 13:02:57.0289,0.7,0.5,1.2825176466779644,0.14528263898964036
2009-01-08 13:02:57.0295,0.8,0.5,1.2472928605957858,0.08003300288999032
2009-01-08 13:02:57.0301,0.9,0.4,1.203621277683319,0.006527725920113129
2009-01-08 13:02:57.0307,1.0,0.4,1.152994112547317,-0.0729513004781423
2009-01-08 13:02:57.0313,0.9,0.4,1.0971199995741945,-0.1559387793500759
2009-01-08 13:02:57.0319,0.8,0.4,1.0378835890967155,-0.23983844022539272
2009-01-08 13:02:57.0325,0.7,0.5,0.977297584683301,-0.3219735032507822
2009-01-08 13:02:57.0331,0.8,0.7,0.9174489817148479,-0.3996353780955025
2009-01-08 13:02:57.0336,0.6,0.5,0.860440910549774,-0.4701314388363896
2009-01-08 13:02:57.0342,0.4,0.5,0.808332062705396,-0.5308330294417312
2009-01-08 13:02:57.0348,0.1,0.4,0.7630761540443156,-0.5792247612447825
2009-01-08 13:02:57.0354,0.0,0.5,0.7264641963341903,-0.6129557808386822
2009-01-08 13:02:57.0360,0.0,0.5,0.700072376540851,-0.6298932522600751
2009-01-08 13:02:57.0366,0.2,0.6,0.6852179579621743,-0.628177955370331
2009-01-08 13:02:57.0372,0.4,0.6,0.6829248290489776,-0.6062816025747618
2009-01-08 13:02:57.0378,0.5,0.6,0.6938993189316303,-0.5630650712409716
2009-01-08 13:02:57.0384,0.5,0.5,0.7185159477730899,-0.49783614228216866
2009-01-08 13:02:57.0390,0.6,0.5,0.7568121062371956,-0.4104045537175355
2009-01-08 13:02:57.0395,0.6,0.4,0.8084903316347449,-0.3011313658731619
2009-01-08 13:02:57.0401,0.7,0.4,0.8729268040042296,-0.17096898728621174
2009-01-08 13:02:57.0407,0.8,0.5,0.9491848192250142,-0.021487888202055345
2009-01-08 13:02:57.0413,0.8,0.6,1.0360322402001425,0.14511390311754133
2009-01-08 13:02:57.0419,0.9,0.5,1.1319622590627212,0.32602202456568996
2009-01-08 13:02:57.0425,0.8,0.3,1.235217215691284,0.5178406320654405
2009-01-08 13:02:57.0431,0.6,0.2,1.3438156804627122,0.7166530646343661
2009-01-08 13:02:57.0437,0.5,0.3,1.4555834414933173,0.9181095114049007
2009-01-08 13:02:57.0443,0.6,0.6,1.5681892999893765,1.117541308277931
2009-01-08 13:02:57.0449,0.7,0.8,1.6791865200770093,1.3100992439728432
2009-01-08 13:02:57.0455,0.9,1.2,1.7860603376463886,1.4909105946813264
2009-01-08 13:02:57.0460,1.1,1.4,1.8862811987911856,1.6552471158259483
2009-01-08 13:02:57.0466,1.2,1.6,1.9773625769618906,1.7986944974392773
2009-01-08 13:02:57.0472,1.3,1.5,2.0569215152088693,1.9173132178818644
2009-01-08 13:02:57.0478,1.4,1.6,2.1227395827268456,2.0077813816733023
2009-01-08 13:02:57.0484,1.5,1.6,2.172821753624589,2.0675117763577457
2009-01-08 13:02:57.0490,1.5,1.5,2.205450778245648,2.09473763417854
2009-01-08 13:02:57.0496,1.6,1.4,2.2192348787815988,2.0885640646566324
2009-01-08 13:02:57.0502,1.6,1.3,2.213147027891236,2.0489845809967377
2009-01-08 13:02:57.0508,1.3,1.0,2.1865546321774794,1.976864383659971
2009-01-08 13:02:57.0514,1.1,0.9,2.1392390931669656,1.8738938844408748
2009-01-08 13:02:57.0519,0.9,0.9,2.07140535119771,1.7425171470933216
2009-01-08 13:02:57.0525,1.0,0.9,1.9836819587663133,1.5858403450892598
2009-01-08 13:02:57.0531,1.1,1.0,1.877112321802924,1.4075250247888151
2009-01-08 13:02:57.0537,1.2,1.1,1.7531374823239276,1.2116701737359974
2009-01-08 13:02:57.0543,1.2,1.0,1.6135703765263065,1.0026862286878109
2009-01-08 13:02:57.0549,1.1,0.9,1.4605611524100177,0.78516357399999
2009-01-08 13:02:57.0555,1.0,0.9,1.2965530561745602,0.5637379454480963
2009-01-08 13:02:57.0561,1.0,0.8,1.1242286263497143,0.3429554038995562
2009-01-08 13:02:57.0567,0.9,0.8,0.9464463846802615,0.12713998767276058
2009-01-08 13:02:57.0573,0.8,0.6,0.7661687863130988,-0.07973235844590687
2009-01-08 13:02:57.0578,0.7,0.5,0.586382841587859,-0.27414950521303666
2009-01-08 13:02:57.0584,0.5,0.3,0.41001553382612504,-0.45316403493507085
2009-01-08 13:02:57.0590,0.1,0.1,0.23984690218636223,-0.6144746284949867
2009-01-08 13:02:57.0596,-0.1,0.0,0.07842435823241888,-0.756483442049179
2009-01-08 13:02:57.0602,-0.3,0.0,-0.0720176741553241,-0.8783257187509727
2009-01-08 13:02:57.0608,-0.4,0.1,-0.20962851959789308,-0.979869276112875
2009-01-08 13:02:57.0614,-0.5,0.3,-0.33299838260800546,-1.0616834624060532
2009-01-08 13:02:57.0620,-0.5,0.4,-0.4411984773760306,-1.1249793889644797
2009-01-08 13:02:57.0626,-0.5,0.5,-0.5338017425908211,-1.171525292945647
2009-01-08 13:02:57.0632,-0.6,0.5,-0.610882851437587,-1.203542375969071
2009-01-08 13:02:57.0637,-0.6,0.4,-0.6729974003460939,-1.2235872005777648
2009-01-08 13:02:57.0643,-0.5,0.4,-0.721141313351934,-1.2344267645265043
2009-01-08 13:02:57.0649,-0.3,0.5,-0.7566926037235023,-1.2389119578379784
2009-01-08 13:02:57.0655,-0.1,0.4,-0.7813386555635099,-1.2398545215011523
2009-01-08 13:02:57.0661,0.0,0.5,-0.7969930279203151,-1.2399120359581783
2009-01-08 13:02:57.0667,0.0,0.5,-0.8057062970138745,-1.2414848871946107
2009-01-08 13:02:57.0673,0.0,0.4,-0.8095755322134589,-1.2466285406531679
2009-01-08 13:02:57.0679,-0.2,0.4,-0.8106566596022197,-1.2569837767734464
2009-01-08 13:02:57.0685,-0.2,0.4,-0.8108833350702993,-1.2737268395214432
2009-01-08 13:02:57.0691,-0.2,0.6,-0.8119952173152285,-1.2975407919896733
2009-01-08 13:02:57.0697,-0.1,0.6,-0.815477865569985,-1.32860879164158
2009-01-08 13:02:57.0702,-0.1,0.6,-0.8225159575146173,-1.3666293916509793
2009-01-08 13:02:57.0708,-0.1,0.4,-0.8339610873854086,-1.4108531578049535
2009-01-08 13:02:57.0714,-0.1,0.4,-0.850314967617098,-1.4601387758736075
2009-01-08 13:02:57.0720,-0.1,0.3,-0.8717283550329056,-1.513025547249048
2009-01-08 13:02:57.0726,-0.2,0.1,-0.898015451119336,-1.5678180020582997
2009-01-08 13:02:57.0732,-0.1,0.1,-0.9286829158301402,-1.622677528875914
2009-01-08 13:02:57.0738,-0.1,0.1,-0.9629720165794434,-1.6757155479294232
2009-01-08 13:02:57.0744,-0.2,0.1,-0.9999118199088953,-1.7250828726676692
2009-01-08 13:02:57.0750,-0.4,0.0,-1.038380711510305,-1.7690504514741432
2009-01-08 13:02:57.0756,-0.7,0.0,-1.0771729051529038,-1.8060775095305421
2009-01-08 13:02:57.0761,-1.0,0.0,-1.115066056639647,-1.8348640870151944
2009-01-08 13:02:57.0767,-1.0,0.0,-1.1508858128894714,-1.8543860543305735
2009-01-08 13:02:57.0773,-1.0,0.0,-1.183563291407827,-1.8639118828318253
2009-01-08 13:02:57.0779,-0.9,0.1,-1.2121821865742815,-1.8630017304147688
2009-01-08 13:02:57.0785,-0.8,0.2,-1.2360133424791795,-1.851490692728866
2009-01-08 13:02:57.0791,-0.6,0.4,-1.2545359893999959,-1.8294592713578757
2009-01-08 13:02:57.0797,-0.4,0.4,-1.2674461618378217,-1.7971950732611228
2009-01-08 13:02:57.0803,-0.3,0.5,-1.2746539001767023,-1.7551503002211513
2009-01-08 13:02:57.0809,-0.2,0.5,-1.276271545916229,-1.7038995818612055
2009-01-08 13:02:57.0815,-0.2,0.5,-1.272595697463611,-1.644102153372491
2009-01-08 13:02:57.0820,-0.3,0.5,-1.2640852091392387,-1.5764714080234588
2009-01-08 13:02:57.0826,-0.4,0.5,-1.2513370869971516,-1.5017536421806934
2009-01-08 13:02:57.0832,-0.4,0.5,-1.2350614196330867,-1.4207165173528666
2009-01-08 13:02:57.0838,-0.6,0.4,-1.2160557566597918,-1.3341465071255723
2009-01-08 13:02:57.0844,-0.8,0.2,-1.1951787591195133,-1.2428534627489987
2009-01-08 13:02:57.0850,-0.8,0.2,-1.1733225964532612,-1.1476795276000846
2009-01-08 13:02:57.0856,-0.7,0.3,-1.1513835290535017,-1.0495091273994006
2009-01-08 13:02:57.0862,-0.5,0.3,-1.1302304300697164,-0.9492768162456781
2009-01-08 13:02:57.0868,-0.5,0.4,-1.110671598144569,-0.8479703593036835
2009-01-08 13:02:57.0874,-0.4,0.4,-1.0934209116940854,-0.7466273744194926
2009-01-08 13:02:57.0880,-0.3,0.5,-1.079064975350103,-0.646324881682833
2009-01-08 13:02:57.0885,-0.2,0.6,-1.0680332991675685,-0.5481620631414373
2009-01-08 13:02:57.0891,-0.1,0.7,-1.060573710183503,-0.4532373475263507
2009-01-08 13:02:57.0897,0.0,0.7,-1.0567351248401888,-0.36262155250897526
2009-01-08 13:02:57.0903,0.0,0.8,-1.0563594962545184,-0.27732917204608193
2009-01-08 13:02:57.0909,0.0,0.9,-1.0590841819343781,-0.19828995003368005
2009-01-08 13:02:57.0915,-0.2,0.9,-1.064355177829593,-0.12632264732140142
2009-01-08 13:02:57.0921,-0.3,0.7,-1.0714507086381686,-0.06211242030142299
2009-01-08 13:02:57.0927,-0.7,0.6,-1.0795136856459,-0.006192543301277072
2009-01-08 13:02:57.0933,-0.7,0.6,-1.0875907206455895,0.041069510116446654
2009-01-08 13:02:57.0939,-0.7,0.7,-1.0946749015009867,0.07948207860537525
2009-01-08 13:02:57.0944,-0.6,0.8,-1.0997495090868277,0.1090358704542911
2009-01-08 13:02:57.0950,-0.6,0.8,-1.1018302625046006,0.12990710213517578
2009-01-08 13:02:57.0956,-0.5,0.9,-1.100004354126311,0.1424566884979275
2009-01-08 13:02:57.0962,-0.4,0.9,-1.0934652717629707,0.1472245290293958
2009-01-08 13:02:57.0968,-0.2,1.0,-1.0815430541540987,0.14491778962955187
2009-01-08 13:02:57.0974,-0.2,0.9,-1.0637301043382426,0.1363922314973541
2009-01-08 13:02:57.0980,-0.2,1.0,-1.039702932805099,0.12262605639198264
2009-01-08 13:02:57.0986,-0.2,0.9,-1.0093401846768013,0.10468636940180062
2009-01-08 13:02:57.0992,-0.2,0.9,-0.9727370547628433,0.08368913042944146
2009-01-08 13:02:57.0998,-0.2,0.9,-0.9302158082158559,0.06075428711411778
2009-01-08 13:02:57.1003,-0.3,0.8,-0.8823317083091489,0.03695857821211625
2009-01-08 13:02:57.1009,-0.5,0.6,-0.8298732816248741,0.0132892032931
2009-01-08 13:02:57.1015,-0.5,0.5,-0.7738555904228535,-0.009397907894732833
2009-01-08 13:02:57.1021,-0.5,0.4,-0.7155051211929077,-0.03041126701158258
2009-01-08 13:02:57.1027,-0.4,0.4,-0.6562351242059212,-0.04924475823219178
2009-01-08 13:02:57.1033,-0.4,0.4,-0.5976107659503892,-0.06558355984809666
2009-01-08 13:02:57.1039,-0.3,0.5,-0.5413042017778651,-0.07929379731316498
2009-01-08 13:02:57.1045,-0.1,0.7,-0.48904051385826114,-0.09039657870936291
2009-01-08 13:02:57.1051,0.0,0.9,-0.44253628073002044,-0.09902908322344825
2009-01-08 13:02:57.1057,0.0,1.1,-0.40343326077174224,-0.10539716099475699
2009-01-08 13:02:57.1062,0.2,1.2,-0.37323020319208444,-0.1097251013195075
2009-01-08 13:02:57.1068,0.2,1.2,-0.3532160987134458,-0.11220854666983743
2009-01-08 13:02:57.1074,0.2,1.2,-0.3444082489557858,-0.11297586142555616
2009-01-08 13:02:57.1080,0.4,1.1,-0.34749839461350257,-0.1120617252355658
2009-01-08 13:02:57.1086,0.5,0.9,-0.3628098206419256,-0.10939461045286358
2009-01-08 13:02:57.1092,0.2,0.6,-0.39026785802262703,-0.10479750439189436
2009-01-08 13:02:57.1098,0.2,0.5,-0.4293855208313097,-0.09799916154200909
2009-01-08 13:02:57.1104,0.1,0.4,-0.47926518901543824,-0.0886517293915605
2009-01-08 13:02:57.1110,0.0,0.4,-0.5386163902065247,-0.07635010135172152
2009-01-08 13:02:57.1116,0.0,0.5,-0.6057889908422951,-0.060648894483318776
