TIME_1,RE_1,LE_1,RE_1_processed,LE_1_processed
2004-05-19 13:18:10.0000,0.0,0.0,1.2383329758986898,1.0909873692103667
2004-05-19 13:18:10.0006,0.0,0.1,1.2477857585879812,1.1031376036699052
2004-05-19 13:18:10.0012,0.0,0.1,1.2572853578504883,1.1157251831244304
2004-05-19 13:18:10.0018,0.1,0.1,1.2665562036237226,1.128416732622464
2004-05-19 13:18:10.0024,0.3,0.2,1.2753336301765401,1.140875080240719
2004-05-19 13:18:10.0030,0.2,0.2,1.2833677435226003,1.1527653983635278
2004-05-19 13:18:10.0035,0.0,0.3,1.2904262227066627,1.1637603970583588
2004-05-19 13:18:10.0041,0.1,0.3,1.2962959933806706,1.1735444152682466
2004-05-19 13:18:10.0047,0.0,0.3,1.3007838218678278,1.181816332500257
2004-05-19 13:18:10.0053,0.0,0.2,1.3037159753384573,1.1882913138155862
2004-05-19 13:18:10.0059,0.0,0.3,1.3049371552213402,1.1927014997329846
2004-05-19 13:18:10.0065,-0.1,0.2,1.3043089365241571,1.194795848675267
2004-05-19 13:18:10.0071,-0.1,0.2,1.3017079454112188,1.194339421276043
2004-05-19 13:18:10.0077,-0.1,0.1,1.2970239869888576,1.1911124582275094
2004-05-19 13:18:10.0083,0.0,0.1,1.2901582962757485,1.184909645713199
2004-05-19 13:18:10.0089,0.0,-0.1,1.2810220331835473,1.1755399820844432
2004-05-19 13:18:10.0094,-0.1,-0.2,1.2695350920629165,1.1628276500821852
2004-05-19 13:18:10.0100,-0.1,-0.3,1.2556252665717496,1.1466142519644815
2004-05-19 13:18:10.0106,-0.2,-0.3,1.2392278087443458,1.126762669911489
2004-05-19 13:18:10.0112,-0.2,-0.2,1.2202854379762842,1.1031626648002704
2004-05-19 13:18:10.0118,-0.3,-0.2,1.198748875996044,1.0757381321670063
2004-05-19 13:18:10.0124,-0.4,-0.2,1.1745779987876792,1.0444557235720922
2004-05-19 13:18:10.0130,-0.5,-0.2,1.14774370338711,1.0093343512909094
2004-05-19 13:18:10.0136,-0.6,-0.2,1.1182305835136308,0.9704549513708504
2004-05-19 13:18:10.0142,-0.7,-0.3,1.0860404865614228,0.9279697946388987
2004-05-19 13:18:10.0148,-0.8,-0.3,1.0511969790840494,0.8821106058733056
2004-05-19 13:18:10.0153,-0.8,-0.4,1.0137506767173283,0.8331947730334255
2004-05-19 13:18:10.0159,-0.9,-0.4,0.9737853018036567,0.781628995395101
2004-05-19 13:18:10.0165,-0.9,-0.5,0.9314242282136916,0.7279098272489156
2004-05-19 13:18:10.0171,-1.0,-0.6,0.8868371729577602,0.6726207215250064
2004-05-19 13:18:10.0177,-1.0,-0.8,0.8402466129945264,0.616425365739397
2004-05-19 13:18:10.0183,-1.1,-1.0,0.7919334536035205,0.5600573266077793
2004-05-19 13:18:10.0189,-1.2,-1.3,0.7422414574086704,0.5043062649162112
2004-05-19 13:18:10.0195,-1.2,-1.5,0.6915799625729557,0.450001223806733
2004-05-19 13:18:10.0201,-1.4,-1.8,0.6404244733346204,0.39799170165501324
2004-05-19 13:18:10.0207,-1.5,-1.9,0.5893147918071756,0.34912736834893754
2004-05-19 13:18:10.0212,-1.6,-2.1,0.5388504705986099,0.3042373543523019
2004-05-19 13:18:10.0218,-1.6,-2.2,0.4896834922906683,0.264110032784555
2004-05-19 13:18:10.0224,-1.8,-2.2,0.44250821588492995,0.22947413605715444
2004-05-19 13:18:10.0230,-2.0,-2.3,0.3980487707674225,0.2009819184462651
2004-05-19 13:18:10.0236,-2.1,-2.3,0.3570442270783263,0.17919491532863677
2004-05-19 13:18:10.0242,-2.2,-2.3,0.32023201893355757,0.1645726787233023
2004-05-19 13:18:10.0248,-2.4,-2.2,0.28833022483583837,0.1574647026097713
2004-05-19 13:18:10.0254,-2.5,-2.2,0.26201940301448046,0.1581056004098
2004-05-19 13:18:10.0260,-2.6,-2.3,0.24192473338729512,0.16661346948218117
2004-05-19 13:18:10.0266,-2.7,-2.2,0.2285992296340351,0.18299127871696794
2004-05-19 13:18:10.0272,-2.8,-2.1,0.22250875042028315,0.20713104002391575
2004-05-19 13:18:10.0277,-2.8,-2.1,0.2240194563699055,0.23882045842015676
2004-05-19 13:18:10.0283,-2.8,-1.9,0.23338823055652097,0.2777516887682316
2004-05-19 13:18:10.0289,-2.7,-1.7,0.2507564095210689,0.32353176211416657
2004-05-19 13:18:10.0295,-2.5,-1.6,0.2761469699069865,0.37569418994074255
2004-05-19 13:18:10.0301,-2.4,-1.4,0.3094651033503618,0.43371122137124724
2004-05-19 13:18:10.0307,-2.3,-1.3,0.35050191742303116,0.4970062266680214
2004-05-19 13:18:10.0313,-2.2,-1.1,0.39894084928896556,0.5649657136108117
2004-05-19 13:18:10.0319,-2.0,-1.0,0.45436628297547305,0.6369505450339729
2004-05-19 13:18:10.0325,-1.9,-0.8,0.5162738151697049,0.7123060050077137
2004-05-19 13:18:10.0331,-1.8,-0.6,0.5840816061833088,0.7903704483596246
2004-05-19 13:18:10.0336,-1.6,-0.4,0.6571422736425672,0.8704823576568026
