TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed
2018-10-21 11:27:54.0000,0.0,0.0,2018-10-21 11:29:43.0000,0.0,0.0,0.2093145455235573,0.1828331858860257,0.2621482993086562,-0.058552059031097475
2018-10-21 11:27:54.0006,-0.5,-0.6,2018-10-21 11:29:43.0006,-0.3,-0.4,0.18230212477176533,0.17916029986853726,0.2771597711321421,-0.030805352963570194
2018-10-21 11:27:54.0012,-1.9,-1.0,2018-10-21 11:29:43.0012,-1.4,-0.7,0.15628748980954218,0.17593118864016224,0.2921101759841993,-0.0030509073437058544
2018-10-21 11:27:54.0018,-2.5,-1.0,2018-10-21 11:29:43.0018,-1.7,-0.6,0.13179999723226898,0.17332219786498276,0.30676667496728055,0.02442540737521527
2018-10-21 11:27:54.0024,-2.5,-0.7,2018-10-21 11:29:43.0024,-1.7,-0.3,0.10931152469228339,0.17149485041992846,0.3208843922875335,0.05134056037898758
2018-10-21 11:27:54.0030,-2.4,-0.5,2018-10-21 11:29:43.0030,-1.3,0.0,0.08921961984834798,0.17059112728919693,0.33420537199916617,0.0774197622597357
2018-10-21 11:27:54.0035,-2.1,-0.2,2018-10-21 11:29:43.0035,-0.9,0.5,0.07183527220819899,0.1707296016894014,0.3464607033665811,0.10240239639398234
2018-10-21 11:27:54.0041,-1.5,0.0,2018-10-21 11:29:43.0041,-0.4,1.0,0.05737588742811941,0.17200244299919648,0.35737611105984785,0.12604828166570106
2018-10-21 11:27:54.0047,-0.8,0.2,2018-10-21 11:29:43.0047,0.0,1.7,0.04596343073111074,0.17447315173495861,0.3666807870882891,0.1481438443434461
2018-10-21 11:27:54.0053,-0.2,0.4,2018-10-21 11:29:43.0053,0.6,2.1,0.037627149043640715,0.178174789497361,0.3741187606573515,0.16850760903486176
2018-10-21 11:27:54.0059,0.1,0.5,2018-10-21 11:29:43.0059,1.5,2.5,0.03230985731095999,0.1831084351622678,0.37946171109517496,0.18699433810787183
2018-10-21 11:27:54.0065,0.4,0.6,2018-10-21 11:29:43.0065,2.1,2.8,0.029876533922023878,0.18924162648106246,0.3825218581088164,0.20349717588093993
2018-10-21 11:27:54.0071,0.6,0.6,2018-10-21 11:29:43.0071,2.8,2.8,0.03012393110407759,0.19650662605479516,0.38316343878479625,0.21794729277610528
2018-10-21 11:27:54.0077,0.7,0.5,2018-10-21 11:29:43.0077,3.1,2.7,0.03279005179263134,0.2047984710039013,0.3813113292729146,0.23031076283249818
2018-10-21 11:27:54.0083,0.6,0.5,2018-10-21 11:29:43.0083,3.0,2.5,0.03756263662646004,0.21397291235094623,0.3769556092064352,0.24058271897428843
2018-10-21 11:27:54.0089,0.0,-0.2,2018-10-21 11:29:43.0089,2.4,1.5,0.04408619985716112,0.22384450592688912,0.3701512916938298,0.24877917753085385
2018-10-21 11:27:54.0094,-1.5,-0.8,2018-10-21 11:29:43.0094,0.8,0.6,0.05196760353125667,0.2341852598957715,0.3610130086727063,0.2549272605248692
2018-10-21 11:27:54.0100,-2.0,-0.8,2018-10-21 11:29:43.0100,0.0,0.3,0.060780598974557336,0.24472434473726748,0.3497050683799495,0.25905481377396694
2018-10-21 11:27:54.0106,-2.1,-0.6,2018-10-21 11:29:43.0106,-0.6,0.2,0.07007009949227755,0.2551493924546518,0.33642787395282375,0.2611805575968049
2018-10-21 11:27:54.0112,-2.0,-0.5,2018-10-21 11:29:43.0112,-0.9,0.3,0.07935708332091437,0.2651098266600694,0.3214020941623422,0.26130586985368426
2018-10-21 11:27:54.0118,-1.8,-0.1,2018-10-21 11:29:43.0118,-1.2,0.6,0.08814492077959188,0.2742224825840127,0.3048521413986835,0.2594090906834309
2018-10-21 11:27:54.0124,-1.3,0.2,2018-10-21 11:29:43.0124,-1.2,0.8,0.09592761703063243,0.2820795388107671,0.2869904442520946,0.25544290610167597
2018-10-21 11:27:54.0130,-0.8,0.4,2018-10-21 11:29:43.0130,-1.1,1.3,0.1022000563123247,0.288258542110257,0.26800375993447795,0.24933498503317694
2018-10-21 11:27:54.0136,-0.2,0.8,2018-10-21 11:29:43.0136,-0.8,1.8,0.10646991997313138,0.2923341017235454,0.24804242444785052,0.24099167450096418
2018-10-21 11:27:54.0142,0.3,0.9,2018-10-21 11:29:43.0142,-0.3,2.2,0.10827060247225626,0.29389068192620055,0.22721304717337218,0.23030424750818007
2018-10-21 11:27:54.0148,0.6,1.1,2018-10-21 11:29:43.0148,0.1,2.5,0.10717421968596748,0.29253584131570814,0.20557477690500955,0.21715698271746753
2018-10-21 11:27:54.0153,0.9,1.2,2018-10-21 11:29:43.0153,0.2,2.5,0.10280372543526135,0.28791325537644374,0.18313895061278299,0.20143625931729175
2018-10-21 11:27:54.0159,1.0,1.3,2018-10-21 11:29:43.0159,0.2,2.2,0.0948432350246602,0.27971491128869436,0.15987172702536814,0.18303988343115044
2018-10-21 11:27:54.0165,0.8,1.3,2018-10-21 11:29:43.0165,0.1,2.1,0.08304588650255113,0.26769197325256155,0.13569922457444,0.16188601040451675
2018-10-21 11:27:54.0171,0.2,0.6,2018-10-21 11:29:43.0171,-0.2,1.2,0.0672389223510341,0.2516639739672843,0.110514717229724,0.13792125491451215
2018-10-21 11:27:54.0177,-1.4,-0.3,2018-10-21 11:29:43.0177,-1.5,0.3,0.04732610171884577,0.23152617989650462,0.08418755750063744,0.11112783926119621
2018-10-21 11:27:54.0183,-2.2,-0.6,2018-10-21 11:29:43.0183,-2.0,-0.1,0.023287987153035927,0.2072551759749914,0.05657364322305175,0.08152986461707336
2018-10-21 11:27:54.0189,-2.6,-0.8,2018-10-21 11:29:43.0189,-2.1,-0.3,-0.004819007927423401,0.17891287165139563,0.027527360740728184,0.04919894509627672
2018-10-21 11:27:54.0195,-2.8,-0.9,2018-10-21 11:29:43.0195,-2.0,-0.4,-0.03686377608366929,0.146649197544243,-0.003085042341336353,0.014259479395784976
2018-10-21 11:27:54.0201,-2.8,-1.0,2018-10-21 11:29:43.0201,-1.9,-0.4,-0.07264094034704476,0.11070372626163621,-0.035370807438244764,-0.023106254495077184
2018-10-21 11:27:54.0207,-2.4,-1.0,2018-10-21 11:29:43.0207,-1.8,-0.2,-0.11186992666444721,0.07140633915738473,-0.0693950952995646,-0.06265317235650351
2018-10-21 11:27:54.0212,-2.1,-1.1,2018-10-21 11:29:43.0212,-1.7,0.0,-0.15419251195616432,0.029176918189755433,-0.10516508925400991,-0.10406882273437358
2018-10-21 11:27:54.0218,-1.9,-1.1,2018-10-21 11:29:43.0218,-1.6,0.0,-0.19916915048064546,-0.015476093348351129,-0.14261456877297754,-0.14696957626375154
2018-10-21 11:27:54.0224,-1.7,-1.2,2018-10-21 11:29:43.0224,-1.5,-0.1,-0.2462747966981365,-0.06195852183436156,-0.18158988794051822,-0.1908980751568911
2018-10-21 11:27:54.0230,-1.5,-1.2,2018-10-21 11:29:43.0230,-1.4,-0.2,-0.2948952390441426,-0.10959500634359672,-0.22183834909431088,-0.23532249345445852
2018-10-21 11:27:54.0236,-1.3,-1.3,2018-10-21 11:29:43.0236,-1.3,-0.4,-0.34432510764690477,-0.15763558112853776,-0.2629999309658655,-0.2796381108065679
2018-10-21 11:27:54.0242,-1.3,-1.4,2018-10-21 11:29:43.0242,-1.3,-0.7,-0.3937687155608387,-0.20526457509512733,-0.3046032104782587,-0.32317157971916954
2018-10-21 11:27:54.0248,-1.3,-1.6,2018-10-21 11:29:43.0248,-1.5,-0.9,-0.4423447431203912,-0.2516119969421139,-0.3460661069921081,-0.3651880895331916
2018-10-21 11:27:54.0254,-1.6,-2.4,2018-10-21 11:29:43.0254,-1.9,-1.7,-0.48909548858392415,-0.29576740895323406,-0.3867017810469369,-0.4049014210511897
2018-10-21 11:27:54.0260,-2.9,-3.5,2018-10-21 11:29:43.0260,-3.4,-2.5,-0.5330010051729217,-0.3367960819957408,-0.4257296520802315,-0.44148666560088706
2018-10-21 11:27:54.0266,-3.6,-3.9,2018-10-21 11:29:43.0266,-4.3,-2.8,-0.572997965364739,-0.37375700008930834,-0.46229109914046723,-0.4740951803861896
2018-10-21 11:27:54.0272,-4.2,-4.1,2018-10-21 11:29:43.0272,-4.6,-2.9,-0.6080026081000063,-0.40572209663095027,-0.4954690429236209,-0.5018712057631154
2018-10-21 11:27:54.0277,-4.6,-4.0,2018-10-21 11:29:43.0277,-4.6,-2.9,-0.636936723462924,-0.4317960071915759,-0.524310358969182,-0.5239695108606
2018-10-21 11:27:54.0283,-4.8,-4.0,2018-10-21 11:29:43.0283,-4.5,-2.8,-0.6587553844302042,-0.4511356321367545,-0.5478499931131477,-0.5395734636477066
2018-10-21 11:27:54.0289,-4.9,-3.9,2018-10-21 11:29:43.0289,-4.5,-2.7,-0.6724750658958736,-0.46296888610296666,-0.5651357265842483,-0.5479130084127011
2018-10-21 11:27:54.0295,-4.8,-4.0,2018-10-21 11:29:43.0295,-4.4,-2.6,-0.6772008679364397,-0.4666121190086929,-0.5752527011043475,-0.5482821336897137
2018-10-21 11:27:54.0301,-4.5,-3.9,2018-10-21 11:29:43.0301,-4.4,-2.6,-0.6721517340409067,-0.46148578537998275,-0.577346992305266,-0.5400554939729857
2018-10-21 11:27:54.0307,-4.3,-4.0,2018-10-21 11:29:43.0307,-4.4,-2.5,-0.6566827773724278,-0.4471280017440301,-0.5706476724776244,-0.5227038950109323
2018-10-21 11:27:54.0313,-4.2,-4.0,2018-10-21 11:29:43.0313,-4.0,-2.3,-0.630304056650129,-0.4232056719704504,-0.5544869222819414,-0.4958083667669461
2018-10-21 11:27:54.0319,-3.9,-3.8,2018-10-21 11:29:43.0319,-3.8,-2.1,-0.5926953454665821,-0.3895228927068397,-0.5283178412834517,-0.45907254076267373
2018-10-21 11:27:54.0325,-3.5,-3.4,2018-10-21 11:29:43.0325,-3.6,-1.9,-0.5437165990459192,-0.3460263908134828,-0.4917296738120036,-0.41233303039973973
2018-10-21 11:27:54.0331,-3.0,-3.0,2018-10-21 11:29:43.0331,-3.3,-1.5,-0.4834139411253559,-0.292807800821079,-0.4444602074891658,-0.355567490093363
2018-10-21 11:27:54.0336,-2.6,-2.9,2018-10-21 11:29:43.0336,-2.9,-1.6,-0.4120210752026634,-0.2301026599737177,-0.38640511303659947,-0.2889000043412919
2018-10-21 11:27:54.0342,-3.6,-3.2,2018-10-21 11:29:43.0342,-3.6,-2.0,-0.3299560681429768,-0.15828607066348013,-0.3176239792156403,-0.21260343660200404
2018-10-21 11:27:54.0348,-3.7,-2.6,2018-10-21 11:29:43.0348,-3.6,-1.7,-0.23781346805667297,-0.07786505298494548,-0.23834277204498835,-0.1270983668871388
2018-10-21 11:27:54.0354,-3.0,-2.0,2018-10-21 11:29:43.0354,-2.9,-1.0,-0.13635174618673052,0.010532297407891463,-0.14895244657434145,-0.03294829946998873
2018-10-21 11:27:54.0360,-1.9,-0.9,2018-10-21 11:29:43.0360,-2.2,-0.1,-0.02647616971045201,0.10617059287814787,-0.05000350910334297,0.06914903673521056
2018-10-21 11:27:54.0366,-0.6,0.0,2018-10-21 11:29:43.0366,-1.6,0.9,0.0907825330297778,0.20822343990798364,0.057803503431942495,0.17837423764106167
