TIME_1,RE_1,LE_1,RE_1_processed,LE_1_processed
2004-09-25 10:12:04.0000,0.0,0.0,1.1689874767920196,0.9497034133522789
2004-09-25 10:12:04.0006,0.0,0.0,1.2039319212994708,0.9573241985399582
2004-09-25 10:12:04.0012,0.0,0.0,1.238345745150318,0.9650498962781902
2004-09-25 10:12:04.0018,0.1,0.0,1.2714938111750633,0.972828536778685
2004-09-25 10:12:04.0024,0.3,0.0,1.3026782768605312,0.9806074466155363
2004-09-25 10:12:04.0030,0.4,0.1,1.331257185192452,0.9883337517505829
2004-09-25 10:12:04.0035,0.6,0.0,1.3566612462540444,0.9959547169515419
2004-09-25 10:12:04.0041,0.7,0.1,1.3784081975253732,1.0034179007495951
2004-09-25 10:12:04.0047,0.8,0.1,1.3961141497001193,1.010671105853914
2004-09-25 10:12:04.0053,0.8,0.1,1.4095014035573536,1.0176621109993331
2004-09-25 10:12:04.0059,0.8,0.2,1.4184023628757851,1.0243381819820498
2004-09-25 10:12:04.0065,0.8,0.1,1.422759356846161,1.0306453789735535
2004-09-25 10:12:04.0071,0.7,0.0,1.42262040300466,1.036527706007815
2004-09-25 10:12:04.0077,0.6,0.1,1.418131166886315,1.0419261837573968
2004-09-25 10:12:04.0083,0.5,0.1,1.4095235884126966,1.046777957946412
2004-09-25 10:12:04.0089,0.3,0.0,1.3971018300340656,1.0510155721480117
2004-09-25 10:12:04.0094,0.2,0.0,1.3812263406407717,1.054566533828213
2004-09-25 10:12:04.0100,0.2,0.0,1.3622969074125828,1.0573532913517056
2004-09-25 10:12:04.0106,0.1,0.0,1.3407355775992564,1.0592937178849955
2004-09-25 10:12:04.0112,0.0,0.0,1.316970279119869,1.0603021624820677
2004-09-25 10:12:04.0118,0.0,0.0,1.2914198701779247,1.060291080786037
2004-09-25 10:12:04.0124,-0.1,0.1,1.2644812225723387,1.0591732051013782
2004-09-25 10:12:04.0130,-0.3,0.0,1.236518802397617,1.0568641641236047
2004-09-25 10:12:04.0136,-0.3,0.1,1.2078570593025446,1.0532854234642328
2004-09-25 10:12:04.0142,-0.2,0.0,1.1787757699097006,1.0483673949200112
2004-09-25 10:12:04.0148,-0.3,0.0,1.1495083005631743,1.0420525567223218
2004-09-25 10:12:04.0153,-0.1,0.0,1.120242569042011,1.0342984353526146
2004-09-25 10:12:04.0159,-0.2,0.0,1.0911243196292368,1.0250803164939286
2004-09-25 10:12:04.0165,-0.2,0.0,1.0622622089855096,1.0143935750984192
2004-09-25 10:12:04.0171,-0.2,-0.2,1.0337341476635231,1.0022555437699732
2004-09-25 10:12:04.0177,-0.4,-0.2,1.0055943536462835,0.9887068769260106
2004-09-25 10:12:04.0183,-0.5,-0.2,0.9778806365324445,0.9738124108782749
2004-09-25 10:12:04.0189,-0.6,-0.3,0.9506215217504145,0.9576615557907264
2004-09-25 10:12:04.0195,-0.7,-0.4,0.9238429174501182,0.9403682773875724
2004-09-25 10:12:04.0201,-0.7,-0.4,0.8975741003437606,0.9220707367490496
2004-09-25 10:12:04.0207,-0.7,-0.6,0.871852841820248,0.9029306592338832
2004-09-25 10:12:04.0212,-0.7,-0.6,0.8467295195789132,0.8831324962203485
2004-09-25 10:12:04.0218,-0.8,-0.7,0.8222700809614182,0.8628824205878902
2004-09-25 10:12:04.0224,-0.9,-0.6,0.7985577604815943,0.842407155477711
2004-09-25 10:12:04.0230,-0.9,-0.7,0.7756935133178329,0.8219525788130853
2004-09-25 10:12:04.0236,-1.0,-0.6,0.7537952017796102,0.801781985277789
2004-09-25 10:12:04.0242,-1.1,-0.5,0.7329956499700738,0.7821738412045829
2004-09-25 10:12:04.0248,-1.2,-0.6,0.7134397541245572,0.7634188542693852
2004-09-25 10:12:04.0254,-1.2,-0.7,0.6952808972972762,0.7458162133068412
2004-09-25 10:12:04.0260,-1.3,-0.9,0.6786769613430813,0.7296689390304918
2004-09-25 10:12:04.0266,-1.5,-1.0,0.6637862518681771,0.7152784102318902
2004-09-25 10:12:04.0272,-1.5,-1.1,0.650763651559955,0.7029382593586048
2004-09-25 10:12:04.0277,-1.6,-1.2,0.639757290131902,0.6929279308459899
2004-09-25 10:12:04.0283,-1.5,-1.2,0.6309059566574372,0.6855062450267848
2004-09-25 10:12:04.0289,-1.4,-1.2,0.6243373802262865,0.6809053086381665
2004-09-25 10:12:04.0295,-1.4,-1.2,0.6201673825804449,0.6793250709879797
2004-09-25 10:12:04.0301,-1.4,-1.2,0.618499789969638,0.6809287592719869
