TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed,RE_3_processed,LE_3_processed,RE_4_processed,LE_4_processed
2021-08-28 08:59:40.0100,0.0,0.4,2021-08-28 09:05:22.0100,0.1,0.3,2021-08-28 11:55:37.0100,1.0,0.2,2021-08-28 11:58:13.0100,1.2,-0.2,0.2959744738466667,0.3559067714718998,0.12730982543776775,0.625936277689092,-2.325371873023497,1.6285667675655606,-1.4618911606268423,1.325838335215366
2021-08-28 08:59:40.0106,0.1,0.4,2021-08-28 09:05:22.0106,0.1,0.2,2021-08-28 11:55:37.0106,1.2,0.3,2021-08-28 11:58:13.0106,1.2,-0.1,0.314865070120144,0.3682622101687107,0.13051788706196896,0.6261672940665313,-2.2354834495274414,1.6211960581117184,-1.3170532430942081,1.346935701873624
2021-08-28 08:59:40.0112,0.2,0.5,2021-08-28 09:05:22.0112,0.3,0.3,2021-08-28 11:55:37.0112,1.4,0.2,2021-08-28 11:58:13.0112,1.1,-0.1,0.333726950482681,0.37836290015168084,0.13237060907626605,0.6249360278420817,-2.1450978389576654,1.611704584997712,-1.1765880881068902,1.3698688766746046
2021-08-28 08:59:40.0118,0.4,0.6,2021-08-28 09:05:22.0118,0.4,0.2,2021-08-28 11:55:37.0118,1.4,0.0,2021-08-28 11:58:13.0118,1.2,-0.2,0.35218998779011507,0.3858915959922498,0.1328180870827335,0.6221460281289661,-2.0551285470176963,1.6000134038372984,-1.0407005145299302,1.3941985600027844
2021-08-28 08:59:40.0124,0.5,0.8,2021-08-28 09:05:22.0124,0.6,0.2,2021-08-28 11:55:37.0124,1.5,0.0,2021-08-28 11:58:13.0124,1.3,-0.2,0.36987409600948074,0.3905268510179906,0.13181675797373155,0.6176939994011964,-1.9662859133461925,1.5861016252408653,-0.9096273699242637,1.4194328807207506
2021-08-28 08:59:40.0130,0.6,0.8,2021-08-28 09:05:22.0130,0.7,0.3,2021-08-28 11:55:37.0130,1.5,-0.2,2021-08-28 11:58:13.0130,1.4,-0.2,0.38639819090758304,0.39195232187724455,0.12933112022050502,0.6114694430436936,-1.8790637481693095,1.5700011039591641,-0.7836395347173432,1.445036998705424
2021-08-28 08:59:40.0136,0.7,1.0,2021-08-28 09:05:22.0136,0.7,0.3,2021-08-28 11:55:37.0136,1.5,-0.3,2021-08-28 11:58:13.0136,1.4,-0.1,0.4013897486953609,0.3898675028932981,0.12533591253046425,0.6033551925691207,-1.793741335034165,1.5517882326747636,-0.6630378898880244,1.4704446146665473
2021-08-28 08:59:40.0142,0.7,1.0,2021-08-28 09:05:22.0142,0.8,0.4,2021-08-28 11:55:37.0142,1.3,-0.4,2021-08-28 11:58:13.0142,1.5,0.0,0.4144945824042975,0.3839992853789322,0.1198184219787466,0.5932288971052059,-1.7103998652878196,1.5315737559930738,-0.5481431369260755,1.4950712493599057
2021-08-28 08:59:40.0148,0.8,1.1,2021-08-28 09:05:22.0148,0.7,0.3,2021-08-28 11:55:37.0148,1.1,-0.4,2021-08-28 11:58:13.0148,1.6,0.1,0.42538643617604077,0.3741136497951424,0.11278058966154104,0.5809654479233703,-1.62895129304942,1.5094916377710037,-0.43928005709967627,1.518329035311315
2021-08-28 08:59:40.0153,0.9,1.2,2021-08-28 09:05:22.0153,0.7,0.1,2021-08-28 11:55:37.0153,1.0,-0.5,2021-08-28 11:58:13.0153,1.7,0.2,0.4337760149948868,0.3600267865955744,0.104240643631894,0.566440309441114,-1.5491766759568615,1.485688027294154,-0.3367574242075503,1.5396426307936248
2021-08-28 08:59:40.0159,0.9,1.1,2021-08-28 09:05:22.0159,0.6,0.2,2021-08-28 11:55:37.0159,0.9,-0.6,2021-08-28 11:58:13.0159,1.9,0.3,0.43941911207217316,0.34161500166154884,0.09423409259459573,0.5495337110006118,-1.4707704102972388,1.4603112913528735,-0.24084532864093092,1.5584657459669728
2021-08-28 08:59:40.0165,1.0,1.1,2021-08-28 09:05:22.0165,0.7,0.2,2021-08-28 11:55:37.0165,1.0,-0.7,2021-08-28 11:58:13.0165,2.0,0.3,0.4421235641547088,0.31882288981382517,0.08281403676376295,0.5301356637068243,-1.3933864797199533,1.4335039330575847,-0.15175208431668558,1.5742976852869046
2021-08-28 08:59:40.0171,0.9,0.8,2021-08-28 09:05:22.0171,0.5,0.0,2021-08-28 11:55:37.0171,1.0,-0.7,2021-08-28 11:58:13.0171,2.1,0.3,0.4417548576646667,0.29166944560092783,0.07005087652334942,0.5081517685398762,-1.3166829494166608,1.40539702075937,-0.06960308703137674,1.5866992672221905
2021-08-28 08:59:40.0177,0.5,0.5,2021-08-28 09:05:22.0177,0.2,-0.3,2021-08-28 11:55:37.0177,1.1,-0.7,2021-08-28 11:58:13.0177,2.1,0.3,0.4382403249487463,0.2602520026743854,0.05603161490227231,0.48350977134129824,-1.240361401567338,1.3761075046227662,0.005576112456905664,1.5953074789235162
2021-08-28 08:59:40.0183,0.5,0.4,2021-08-28 09:05:22.0183,0.0,-0.4,2021-08-28 11:55:37.0183,1.3,-0.6,2021-08-28 11:58:13.0183,2.1,0.4,0.43157199704575705,0.22474811262162,0.04085904771050838,0.45616679743992433,-1.1641987169620978,1.3457385079003203,0.07387069590260274,1.5998482469835635
2021-08-28 08:59:40.0189,0.4,0.3,2021-08-28 09:05:22.0189,0.0,-0.3,2021-08-28 11:55:37.0189,1.4,-0.5,2021-08-28 11:58:13.0189,2.1,0.4,0.4218082864612805,0.185415641495689,0.02465119458631267,0.4261171498131809,-1.0880694468907144,1.3143823676753332,0.13548031740404753,1.6001467410355836
2021-08-28 08:59:40.0195,0.4,0.2,2021-08-28 09:05:22.0195,0.0,-0.2,2021-08-28 11:55:37.0195,1.5,-0.5,2021-08-28 11:58:13.0195,2.0,0.5,0.40907472253100735,0.1425914383052126,0.007541313088535528,0.39340045577580085,-1.011957888667682,1.282125909729414,0.19071545583108704,1.5961346691579574
2021-08-28 08:59:40.0201,0.5,0.2,2021-08-28 09:05:22.0201,0.1,0.0,2021-08-28 11:55:37.0201,1.6,-0.6,2021-08-28 11:58:13.0201,1.9,0.6,0.393563934151571,0.09668890810959177,-0.010321261344965684,0.35810979774491863,-0.9359597989591454,1.2490572235502793,0.23998701348908189,1.5878540812052957
2021-08-28 08:59:40.0207,0.4,0.1,2021-08-28 09:05:22.0207,0.1,-0.1,2021-08-28 11:55:37.0207,1.7,-0.5,2021-08-28 11:58:13.0207,1.8,0.6,0.37553498493342696,0.0481947301403782,-0.02876937581090706,0.320399305153488,-0.8602744050993753,1.215273087827808,0.28379053713770885,1.5754572847071906
2021-08-28 08:59:40.0212,0.4,0.1,2021-08-28 09:05:22.0212,0.2,-0.1,2021-08-28 11:55:37.0212,1.9,-0.5,2021-08-28 11:58:13.0212,1.9,0.6,0.355312049452785,-0.0023351624928127125,-0.04761554080264356,0.28049057768046165,-0.7851879979296115,1.180886183471038,0.322686925782016,1.559202614535241
2021-08-28 08:59:40.0218,0.4,0.0,2021-08-28 09:05:22.0218,0.3,-0.2,2021-08-28 11:55:37.0218,2.1,-0.7,2021-08-28 11:58:13.0218,1.8,0.4,0.33328230742390597,-0.054280348572966645,-0.06664892595492489,0.23867729522660416,-0.7110509197012186,1.1460312980991525,0.35728163072192387,1.5394459923895463
2021-08-28 08:59:40.0224,0.6,0.0,2021-08-28 09:05:22.0224,0.2,-0.2,2021-08-28 11:55:37.0224,2.3,-0.7,2021-08-28 11:58:13.0224,2.0,0.3,0.3098928407144337,-0.10696154030624505,-0.08563229201526622,0.1953274499040047,-0.6382501894264287,1.1108698521577596,0.38820413394462355,1.5166284609323146
2021-08-28 08:59:40.0230,0.6,0.0,2021-08-28 09:05:22.0230,0.3,-0.5,2021-08-28 11:55:37.0230,2.5,-0.8,2021-08-28 11:58:13.0230,2.0,0.0,0.2856462526191,-0.1596472424342611,-0.10429934719446285,0.15088278606800315,-0.567180296578552,1.0755922448050153,0.41608899995717535,1.4912601557085068
2021-08-28 08:59:40.0236,0.7,-0.1,2021-08-28 09:05:22.0236,0.3,-0.5,2021-08-28 11:55:37.0236,2.7,-0.8,2021-08-28 11:58:13.0236,2.1,-0.2,0.2610947014672096,-0.2115616635163363,-0.12235302132439152,0.10585522830549894,-0.49821478723387014,1.0404177019363985,0.441559184353527,1.4639014459139308
2021-08-28 08:59:40.0242,0.7,-0.1,2021-08-28 09:05:22.0242,0.3,-0.8,2021-08-28 11:55:37.0242,2.8,-0.8,2021-08-28 11:58:13.0242,2.2,-0.3,0.23683207190405062,-0.26189408129107117,-0.13946510197698814,0.06082029130064192,-0.43168112016844956,1.0055914833719155,0.46521170294925346,1.4351421890519553
2021-08-28 08:59:40.0248,0.7,-0.1,2021-08-28 09:05:22.0248,0.4,-0.8,2021-08-28 11:55:37.0248,2.8,-0.8,2021-08-28 11:58:13.0248,2.3,-0.4,0.21348411404012343,-0.309809800340322,-0.1552775818414508,0.016407678939813874,-0.3678408673048598,0.9713794655900065,0.4876053367089375,1.405580170257655
2021-08-28 08:59:40.0254,0.4,-0.4,2021-08-28 09:05:22.0254,0.2,-1.1,2021-08-28 11:55:37.0254,2.6,-0.9,2021-08-28 11:58:13.0254,2.3,-0.5,0.19169656502253804,-0.35446272451366734,-0.1694059309981221,-0.026710524777592257,-0.3068766942667505,0.9380602766192303,0.5092498440608713,1.3757998208422029
2021-08-28 08:59:40.0260,-0.1,-0.7,2021-08-28 09:05:22.0260,0.0,-1.6,2021-08-28 11:55:37.0260,2.5,-1.1,2021-08-28 11:58:13.0260,2.1,-0.7,0.1721215132843427,-0.39500940520899386,-0.1814443347486606,-0.06783350531281603,-0.24888675624813947,0.9059153407655601,0.53059620643165,1.346352243228698
2021-08-28 08:59:40.0266,-0.4,-0.8,2021-08-28 09:05:22.0266,-0.2,-1.7,2021-08-28 11:55:37.0266,2.4,-1.2,2021-08-28 11:58:13.0266,2.1,-0.7,0.15540253479882055,-0.43062424061037624,-0.1909727404506852,-0.1062465175503161,-0.19388631434889717,0.875217395240334,0.5520277157718163,1.3177374347825264
2021-08-28 08:59:40.0272,-0.6,-1.0,2021-08-28 09:05:22.0272,-0.4,-1.8,2021-08-28 11:55:37.0272,2.3,-1.3,2021-08-28 11:58:13.0272,2.1,-0.7,0.1421593603797515,-0.46051533151037694,-0.19756536662127563,-0.14123609120341502,-0.14181567802490597,0.8462182423306628,0.5738520964933389,1.290389420091799
2021-08-28 08:59:40.0277,-0.5,-0.8,2021-08-28 09:05:22.0277,-0.3,-1.7,2021-08-28 11:55:37.0277,2.5,-1.6,2021-08-28 11:58:13.0277,2.1,-0.7,0.1329729528726784,-0.48394039303975545,-0.20080018791160698,-0.1721049388756031,-0.09255313498428454,0.8191366549487586,0.5962951472347064,1.264664781087957
2021-08-28 08:59:40.0283,-0.5,-0.9,2021-08-28 09:05:22.0283,-0.2,-1.6,2021-08-28 11:55:37.0283,2.6,-1.6,2021-08-28 11:58:13.0283,2.1,-0.6,0.12837184213148403,-0.5002220994600785,-0.20026885414983597,-0.19818600763641414,-0.04593137936393603,0.7941474203343942,0.6194964575094822,1.2408348328137588
2021-08-28 08:59:40.0289,-0.3,-1.0,2021-08-28 09:05:22.0289,-0.2,-1.5,2021-08-28 11:55:37.0289,2.7,-1.6,2021-08-28 11:58:13.0289,2.3,-0.6,0.12882039835780845,-0.508762282310485,-0.19558653274202198,-0.218855321570414,-0.001756035725331504,0.7713724627891182,0.6435076036819954,1.2190814570316353
2021-08-28 08:59:40.0295,-0.2,-1.0,2021-08-28 09:05:22.0295,-0.1,-1.5,2021-08-28 11:55:37.0295,2.8,-1.7,2021-08-28 11:58:13.0295,2.3,-0.5,0.13470947834228547,-0.5090544720242883,-0.1864012502531117,-0.23354346909897045,0.040174921819819465,0.7508748248311636,0.6682929568146405,1.1994964069380865
2021-08-28 08:59:40.0301,0.0,-0.9,2021-08-28 09:05:22.0301,-0.1,-1.5,2021-08-28 11:55:37.0301,2.9,-1.6,2021-08-28 11:58:13.0301,2.3,-0.6,0.146349620755705,-0.5006943444319958,-0.1724024080924851,-0.24174574158414636,0.0800518682834462,0.7326560231936349,0.6937329677106806,1.1820837570451619
2021-08-28 08:59:40.0307,0.1,-1.0,2021-08-28 09:05:22.0307,0.0,-1.4,2021-08-28 11:55:37.0307,2.8,-1.6,2021-08-28 11:58:13.0307,2.3,-0.6,0.16396674553418206,-0.4833877067295446,-0.1533282303602139,-0.24303100569566502,0.11803526325880365,0.7166569711544483,0.7196296432568087,1.1667651030263717
2021-08-28 08:59:40.0313,0.2,-0.9,2021-08-28 09:05:22.0313,0.1,-1.4,2021-08-28 11:55:37.0313,2.7,-1.5,2021-08-28 11:58:13.0313,2.3,-0.8,0.1877001556669995,-0.45695574220903495,-0.1289719626072728,-0.2370493967793286,0.1542393553057001,0.7027623176351472,0.7457139399916338,1.1533871120620438
2021-08-28 08:59:40.0319,0.3,-0.8,2021-08-28 09:05:22.0319,0.1,-1.4,2021-08-28 11:55:37.0319,2.6,-1.3,2021-08-28 11:58:13.0319,2.3,-0.9,0.2176025553696201,-0.4213373323133266,-0.09918668323226719,-0.22353887242413464,0.1887188645392779,0.690807735177485,0.7716549296989708,1.1417310640784357
2021-08-28 08:59:40.0325,0.3,-0.7,2021-08-28 09:05:22.0325,0.2,-1.4,2021-08-28 11:55:37.0325,2.6,-1.2,2021-08-28 11:58:13.0325,2.3,-1.0,0.25364177974197555,-0.3765883869025028,-0.06388861942562477,-0.20233058171719215,0.221459706758623,0.6805894293449866,0.7970707469660344,1.1315240752917255
2021-08-28 08:59:40.0331,0.6,-0.5,2021-08-28 09:05:22.0331,0.3,-1.4,2021-08-28 11:55:37.0331,2.6,-1.2,2021-08-28 11:58:13.0331,2.2,-0.9,0.2957039603931517,-0.32287823677590255,-0.023058881310329737,-0.17335290095571806,0.25237475295779066,0.671874980610142,0.8215414435851157,1.1224517226216493
2021-08-28 08:59:40.0336,0.6,-0.4,2021-08-28 09:05:22.0336,0.4,-1.5,2021-08-28 11:55:37.0336,2.8,-1.3,2021-08-28 11:58:13.0336,2.3,-0.9,0.34359790950633023,-0.2604832694263496,0.02325645231388253,-0.13663387846176048,0.28130536417521357,0.6644146006828736,0.8446239170392922,1.1141717687057326
2021-08-28 08:59:40.0342,0.4,-0.4,2021-08-28 09:05:22.0342,0.3,-1.8,2021-08-28 11:55:37.0342,2.8,-1.4,2021-08-28 11:58:13.0342,2.2,-0.9,0.3970605770457294,-0.18977810886487792,0.07494793822105533,-0.09230174188067514,0.3080290173259367,0.6579519952228219,0.8658690247104011,1.1063286256546188
2021-08-28 08:59:40.0348,0.4,-0.1,2021-08-28 09:05:22.0348,0.4,-1.7,2021-08-28 11:55:37.0348,2.9,-1.5,2021-08-28 11:58:13.0348,2.3,-0.9,0.4557635108656779,-0.11122474820612507,0.13184606754498682,-0.04058307901572999,0.332272820115292,0.6522342360333563,0.8848408203767798,1.0985681169244845
2021-08-28 08:59:40.0354,0.6,0.2,2021-08-28 09:05:22.0354,0.5,-1.6,2021-08-28 11:55:37.0354,3.0,-1.5,2021-08-28 11:58:13.0354,2.3,-0.8,0.5193203048707435,-0.025360146333147107,0.19372620302226112,0.018201656837569316,0.35373219766541814,0.6470202881551114,0.901137558314959,1.0905520292882558
2021-08-28 08:59:40.0360,0.9,0.6,2021-08-28 09:05:22.0360,0.9,-1.2,2021-08-28 11:55:37.0360,3.1,-1.5,2021-08-28 11:58:13.0360,2.3,-0.7,0.5872950201926227,0.06721709417301111,0.2603149973375479,0.08364551380140356,0.3720935891905045,0.64208804526541,0.9144137373986624,1.0819719069646232
2021-08-28 08:59:40.0366,1.3,0.9,2021-08-28 09:05:22.0366,1.3,-0.9,2021-08-28 11:55:37.0366,3.2,-1.5,2021-08-28 11:58:13.0366,2.4,-0.8,0.6592114863786159,0.16586025162866877,0.33129798570464447,0.15526521436911875,0.3870596519385552,0.6372398695601252,0.9244020526959957,1.0725615351858497
2021-08-28 08:59:40.0372,1.5,1.2,2021-08-28 09:05:22.0372,1.6,-0.5,2021-08-28 11:55:37.0372,3.3,-1.6,2021-08-28 11:58:13.0372,2.5,-0.8,0.7345632533447323,0.2698874378098933,0.4063278689883262,0.2325137408205272,0.39837524764782833,0.6323067168276384,0.9309337339856132,1.0621075996488394
2021-08-28 08:59:40.0378,1.7,1.4,2021-08-28 09:05:22.0378,2.1,0.0,2021-08-28 11:55:37.0378,3.3,-1.6,2021-08-28 11:58:13.0378,2.7,-0.9,0.8128238223475883,0.3785932226795671,0.48503284823206405,0.31479461887612786,0.4058524002519807,0.627150977759173,0.9339554319216936,1.05045809635204
2021-08-28 08:59:40.0384,2.0,1.6,2021-08-28 09:05:22.0384,2.2,0.3,2021-08-28 11:55:37.0384,3.3,-1.6,2021-08-28 11:58:13.0384,2.7,-1.0,0.8934566825376763,0.4912582849716828,0.5670242906503897,0.4014769363705109,0.40939247214389485,0.6216681983139688,0.9335406451418725,1.037528192613364
2021-08-28 08:59:40.0390,2.3,1.9,2021-08-28 09:05:22.0390,2.5,0.7,2021-08-28 11:55:37.0390,3.3,-1.7,2021-08-28 11:58:13.0390,2.8,-1.1,0.9759246351877264,0.6071566274843252,0.6519030334269611,0.4919099991473574,0.40900399811483823,0.6157878545043028,0.9298937811947655,1.0233033798060343
2021-08-28 08:59:40.0395,2.6,2.1,2021-08-28 09:05:22.0395,2.7,1.1,2021-08-28 11:55:37.0395,3.3,-1.6,2021-08-28 11:58:13.0395,2.7,-1.2,1.0596978926106335,0.7255601259119224,0.7392637666297974,0.5854365266573087,0.4048149038246469,0.6094733448177533,0.923345405688112,1.0078398852172277
2021-08-28 08:59:40.0401,2.9,2.2,2021-08-28 09:05:22.0401,2.8,1.2,2021-08-28 11:55:37.0401,3.4,-1.7,2021-08-28 11:58:13.0401,2.6,-1.1,1.1442604840732946,0.8457404259641091,0.8286971564274337,0.6814034262173269,0.3970781713109921,0.6027213274304025,0.914338057642806,0.9912624054438303
2021-08-28 08:59:40.0407,3.1,2.4,2021-08-28 09:05:22.0407,3.0,1.4,2021-08-28 11:55:37.0407,3.5,-1.6,2021-08-28 11:58:13.0407,2.5,-1.1,1.2291145882541614,0.9669684462871445,0.9197896391499115,0.7791694430486522,0.38617036601822247,0.5955604763555402,0.9034030773729921,0.9737592797855456
2021-08-28 08:59:40.0413,3.4,2.6,2021-08-28 09:05:22.0413,2.9,1.6,2021-08-28 11:55:37.0413,3.5,-1.6,2021-08-28 11:58:13.0413,2.3,-1.1,1.3137825463021733,1.088511968482872,1.0121211010116642,0.8781093348429023,0.37258281305223806,0.5880496710502304,0.8911300083292415,0.9555752490951294
2021-08-28 08:59:40.0419,3.5,2.7,2021-08-28 09:05:22.0419,3.1,1.4,2021-08-28 11:55:37.0419,3.4,-1.6,2021-08-28 11:58:13.0419,2.2,-1.1,1.3978064900908642,1.2096319808507119,1.1052609263958302,0.9776146236517873,0.3569056406759834,0.5802755809363096,0.8781310768955642,0.9370019690866094
2021-08-28 08:59:40.0425,3.4,2.8,2021-08-28 09:05:22.0425,3.0,1.3,2021-08-28 11:55:37.0425,3.1,-1.7,2021-08-28 11:58:13.0425,2.1,-1.3,1.4807457360638825,1.329578571095185,1.198763118277666,1.0770913844571628,0.3398054256000487,0.5723495734154688,0.8650038363169901,0.9183664938193421
2021-08-28 08:59:40.0431,3.3,2.9,2021-08-28 09:05:22.0431,3.0,1.3,2021-08-28 11:55:37.0431,2.9,-1.7,2021-08-28 11:58:13.0431,2.2,-1.4,1.5621723246195296,1.4475872231838047,1.2921613366128781,1.1759558838657758,0.3219977482926999,0.5644038679114066,0.8522951633873906,0.900018024638718
2021-08-28 08:59:40.0437,3.5,3.2,2021-08-28 09:05:22.0437,3.3,1.5,2021-08-28 11:55:37.0437,2.8,-1.6,2021-08-28 11:58:13.0437,2.3,-1.5,1.6416652913455043,1.5628763543796884,1.3849647381947183,1.273629125265498,0.3042164880473884,0.556586871461459,0.8404694003936513,0.8823133183971795
2021-08-28 08:59:40.0443,3.8,3.5,2021-08-28 09:05:22.0443,3.5,1.6,2021-08-28 11:55:37.0443,2.8,-1.5,2021-08-28 11:58:13.0443,2.4,-1.5,1.7188043916506914,1.6746468204379346,1.4766554188106034,1.3695314403790633,0.28718200941113636,0.5490576480694055,0.8298826505749949,0.8656012374770101
2021-08-28 08:59:40.0449,3.9,3.8,2021-08-28 09:05:22.0449,4.0,1.9,2021-08-28 11:55:37.0449,2.9,-1.6,2021-08-28 11:58:13.0449,2.5,-1.5,1.7931640312437407,1.7820839241252902,1.5666880591744048,1.4630781800016612,0.2715704144994919,0.5419794936922853,0.8207642883308895,0.8502069776840014
2021-08-28 08:59:40.0455,4.2,4.0,2021-08-28 09:05:22.0455,4.4,2.2,2021-08-28 11:55:37.0455,3.0,-1.6,2021-08-28 11:58:13.0455,2.5,-1.5,1.8643080889847352,1.884362213025623,1.6544920930493123,1.5536773303590241,0.2579857716595908,0.5355126339929686,0.8132058906896505,0.8364165233385215
2021-08-28 08:59:40.0460,4.3,4.3,2021-08-28 09:05:22.0460,4.7,2.6,2021-08-28 11:55:37.0460,3.1,-1.7,2021-08-28 11:58:13.0460,2.4,-1.5,1.9317861964939165,1.980653089023804,1.7394764078734852,1.6407295692696457,0.24693679294510326,0.529806154759668,0.8071572099308522,0.8244618681104524
2021-08-28 08:59:40.0466,4.5,4.6,2021-08-28 09:05:22.0466,5.0,3.0,2021-08-28 11:55:37.0466,3.0,-1.7,2021-08-28 11:58:13.0466,2.4,-1.6,1.99513190089791,2.070135007015147,1.8210363184477227,1.7236309327092165,0.23881896885222864,0.5249894076957274,0.8024285227505514,0.8145075287831837
