TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed,RE_3_processed,LE_3_processed,RE_4_processed,LE_4_processed
2007-07-19 09:32:51.0000,0.0,0.0,2007-07-19 09:34:46.0000,0.0,0.0,2007-07-19 09:45:25.0000,0.0,0.0,2007-07-19 09:47:17.0000,0.0,0.0,0.862860205506176,0.3078507347637801,0.9996899549947801,0.6383451802891752,0.4777358111385468,0.5438420330768644,0.44592081826823765,-0.29614310671113314
2007-07-19 09:32:51.0006,-0.2,-0.3,2007-07-19 09:34:46.0006,0.0,-0.1,2007-07-19 09:45:25.0006,0.0,-0.2,2007-07-19 09:47:17.0006,-0.1,0.0,0.8824083232478666,0.2808166116311,0.9643023753530445,0.6963081884625353,0.5679096424415597,0.5853531843646557,0.4479230871678873,-0.2330472003171396
2007-07-19 09:32:51.0012,-0.5,-0.5,2007-07-19 09:34:46.0012,0.0,-0.1,2007-07-19 09:45:25.0012,-0.3,-0.4,2007-07-19 09:47:17.0012,-0.4,-0.2,0.9017945493416099,0.2546581895717333,0.9288379312765987,0.7519718960042729,0.6581235814750527,0.6267636237947326,0.4505625464929964,-0.1695669848622493
2007-07-19 09:32:51.0018,-0.7,-0.6,2007-07-19 09:34:46.0018,-0.1,-0.1,2007-07-19 09:45:25.0018,-0.4,-0.4,2007-07-19 09:47:17.0018,-0.3,-0.2,0.9208922646664277,0.23008613645435652,0.8936686592563392,0.8036833472816952,0.7477170246802546,0.6678798723384569,0.4541340273582896,-0.10580986050303992
2007-07-19 09:32:51.0024,-0.8,-0.6,2007-07-19 09:34:46.0024,-0.1,0.0,2007-07-19 09:45:25.0024,-0.3,-0.2,2007-07-19 09:47:17.0024,-0.3,0.0,0.939541188845318,0.20775539161199014,0.8591923569773225,0.8499297716640505,0.8359562976106982,0.7084811058476608,0.45889833799971624,-0.041921377559958534
2007-07-19 09:32:51.0030,-0.8,-0.6,2007-07-19 09:34:46.0030,-0.3,0.1,2007-07-19 09:45:25.0030,0.0,-0.1,2007-07-19 09:47:17.0030,-0.1,0.0,0.957539221650223,0.1882443678865996,0.8258293491787997,0.889394170292395,0.9220271731541432,0.7483149140810662,0.46507380853281255,0.02190926442046551
2007-07-19 09:32:51.0035,-0.6,-0.5,2007-07-19 09:34:46.0035,-0.3,0.3,2007-07-19 09:45:25.0035,0.1,0.0,2007-07-19 09:47:17.0035,-0.1,0.2,0.9746406621207087,0.1720391866597618,0.7940182442102843,0.9210057869038908,1.0050350794890746,0.7870969238504965,0.47283036728015215,0.08544707595607416
2007-07-19 09:32:51.0041,-0.2,-0.4,2007-07-19 09:34:46.0041,-0.4,0.4,2007-07-19 09:45:25.0041,0.3,0.1,2007-07-19 09:47:17.0041,0.0,0.3,0.9905614818279439,0.15952359740164984,0.7642107479839645,0.9439831734757426,1.084013939589133,0.8245146263361601,0.482286289261368,0.14841264328833773
2007-07-19 09:32:51.0047,0.1,-0.2,2007-07-19 09:34:46.0047,-0.4,0.4,2007-07-19 09:45:25.0047,0.7,0.4,2007-07-19 09:47:17.0047,0.1,0.4,1.0049913670769823,0.15097461116548247,0.7368656038785284,0.9578673690016226,1.157943763311898,0.8602352729666196,0.49350742204281395,0.2104866744079883
2007-07-19 09:32:51.0053,0.5,-0.2,2007-07-19 09:34:46.0053,-0.4,0.5,2007-07-19 09:45:25.0053,0.9,0.7,2007-07-19 09:47:17.0053,0.1,0.5,1.0176113149524022,0.14656331577751486,0.7124416672249432,0.9625428151074392,1.2257763280893008,0.8939172710379852,0.5065084517462141,0.27131704035607024
2007-07-19 09:32:51.0059,0.7,0.0,2007-07-19 09:34:46.0059,-0.3,0.4,2007-07-19 09:45:25.0059,1.2,0.9,2007-07-19 09:47:17.0059,0.2,0.6,1.0281148278886385,0.14635990063856252,0.6913900117772354,0.9582440750340822,1.2864676076564725,0.9252241486499981,0.5212556333195971,0.3305274203257229
