TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,RE_1_processed,LE_1_processed,RE_2_processed,LE_2_processed,RE_3_processed,LE_3_processed
2014-01-09 12:42:06.0000,0.0,0.0,2014-01-09 12:43:21.0000,0.0,0.0,2014-01-09 12:45:10.0000,0.0,0.0,0.18590745711045023,1.2144704524334486,0.7567456149858928,1.421737983100932,0.9891290522950229,1.209138741052948
2014-01-09 12:42:06.0006,-0.2,0.2,2014-01-09 12:43:21.0006,-0.1,-0.3,2014-01-09 12:45:10.0006,-0.2,-0.3,0.11497452042706784,1.2565270361625918,0.7771564425585118,1.3416739107303313,0.9940632542214036,1.1722368140682267
2014-01-09 12:42:06.0012,-0.7,0.2,2014-01-09 12:43:21.0012,-0.5,-0.6,2014-01-09 12:45:10.0012,-0.6,-0.5,0.04511724330742365,1.297921607045264,0.7972899728218632,1.2634648060143763,0.9999546637225678,1.1360279164569902
2014-01-09 12:42:06.0018,-0.9,0.2,2014-01-09 12:43:21.0018,-0.5,-0.8,2014-01-09 12:45:10.0018,-0.8,-0.6,-0.022887775781163522,1.3377059481607316,0.8166479725863999,1.1883327703587798,1.0072590207223326,1.100962842946012
2014-01-09 12:42:06.0024,-1.0,0.5,2014-01-09 12:43:21.0024,-0.3,-0.8,2014-01-09 12:45:10.0024,-0.7,-0.6,-0.08834175226470072,1.3749691116957818,0.8347502658096906,1.1174293570214369,1.0163519099903322,1.067452623883112
2014-01-09 12:42:06.0030,-0.9,0.6,2014-01-09 12:43:21.0030,0.0,-0.6,2014-01-09 12:45:10.0030,-0.7,-0.6,-0.15064541733623898,1.4088616660070588,0.8511489640553941,1.0518108513968307,1.027504623569038,1.0358556351765826
2014-01-09 12:42:06.0035,-0.8,0.7,2014-01-09 12:43:21.0035,0.2,-0.6,2014-01-09 12:45:10.0035,-0.6,-0.7,-0.20931211319957155,1.43861784513417,0.8654434830565754,0.9924158695306481,1.0408665849097078,1.0064674497673993
2014-01-09 12:42:06.0041,-0.7,0.7,2014-01-09 12:43:21.0041,0.4,-0.6,2014-01-09 12:45:10.0041,-0.4,-0.7,-0.2639713479299197,1.4635748990912822,0.8772956582319051,0.9400455650928201,1.056455405066002,0.9795138462496477
2014-01-09 12:42:06.0047,-0.6,0.7,2014-01-09 12:43:21.0047,0.4,-0.7,2014-01-09 12:45:10.0047,-0.3,-0.8,-0.3143630357374143,1.4831890487944162,0.8864438505275741,0.8953465336572201,1.0741549657480998,0.9551471299351291
2014-01-09 12:42:06.0053,-0.5,0.7,2014-01-09 12:43:21.0053,0.6,-0.6,2014-01-09 12:45:10.0053,0.0,-0.6,-0.36032370553059156,1.497047594898097,0.8927147281681241,0.8587964258858671,1.0937212644404966,0.9334456807767865
2014-01-09 12:42:06.0059,-0.3,0.7,2014-01-09 12:43:21.0059,0.7,-0.8,2014-01-09 12:45:10.0059,0.3,-0.5,-0.4017668048732208,1.5048768953139502,0.8960314391721909,0.8306923268288462,1.1147951679528392,0.9144164239886435
2014-01-09 12:42:06.0065,0.0,0.8,2014-01-09 12:43:21.0065,0.5,-1.0,2014-01-09 12:45:10.0065,0.6,-0.4,-0.4386598091156426,1.5065460884210498,0.8964171177055618,0.8111420910750988,1.1369207456380308,0.8979997337995667
2014-01-09 12:42:06.0071,0.1,0.8,2014-01-09 12:43:21.0071,0.4,-1.1,2014-01-09 12:45:10.0071,0.9,-0.4,-0.4710011365106185,1.5020665872838435,0.8939930469054705,0.8000589995359242,1.15956753397049,0.8840761575897401
2014-01-09 12:42:06.0077,0.1,0.7,2014-01-09 12:43:21.0077,0.4,-1.3,2014-01-09 12:45:10.0077,0.9,-0.4,-0.4987998271205495,1.4915875100206712,0.8889712773306674,0.7971602742819801,1.1821549605028066,0.8724743195529607
2014-01-09 12:42:06.0083,0.1,0.7,2014-01-09 12:43:21.0083,0.5,-1.2,2014-01-09 12:45:10.0083,0.9,-0.5,-0.5220605293762124,1.475387355981509,0.881642000183307,0.801970098147752,1.2040772507172728,0.8629794419847725
2014-01-09 12:42:06.0089,0.0,0.3,2014-01-09 12:43:21.0089,0.4,-1.4,2014-01-09 12:45:10.0089,0.7,-0.8,-0.5407755714856305,1.4538623926909673,0.8723564296800588,0.8138277942093691,1.2247274406779343,0.8553420891058844
2014-01-09 12:42:06.0094,-0.4,0.1,2014-01-09 12:43:21.0094,-0.1,-1.5,2014-01-09 12:45:10.0094,0.2,-1.0,-0.554924870837064,1.4275123721656606,0.8615063378068645,0.8319017159610332,1.2435195572392206,0.8492869494071051
